code,year,n,k_ticks,k_pts,s_sum,s_ss,s_n,hits
IF0000,2017,10,13,2.6,-1538.200000000123,21115.76500000005,7027,4116
IF0000,2017,10,20,4.0,-620.3500000000063,9249.932500000008,899,573
IF0000,2017,10,30,6.0,-416.5499999999961,4301.837499999971,157,119
IF0000,2017,20,0,0.0,89417.49999998858,1161469.875000007,3487629,1494260
IF0000,2017,20,2,0.4,62236.19999997449,811741.7300000027,2011446,916822
IF0000,2017,20,4,0.8,25621.54999998693,501412.6775000021,1010033,473943
IF0000,2017,20,6,1.2,4787.599999993403,286725.9450000009,451910,220535
IF0000,2017,20,8,1.6,-1068.0500000032766,169459.6925000007,210656,105411
IF0000,2017,20,13,2.6,-1721.0000000005316,52405.990000000165,34764,18166
IF0000,2017,20,20,4.0,-773.2500000000182,17556.597500000087,4612,2457
IF0000,2017,20,30,6.0,-496.099999999999,6422.040000000014,608,375
IF0000,2017,30,0,0.0,70500.0499999903,1165917.862500007,3482749,1517144
IF0000,2017,30,2,0.4,56833.299999977105,884907.3700000052,2269016,1035631
IF0000,2017,30,4,0.8,31360.149999986468,610671.7375000023,1328366,616226
IF0000,2017,30,6,1.2,11872.549999991554,394579.2375000017,700659,332739
IF0000,2017,30,8,1.6,3943.449999994814,256933.57250000088,375382,181196
IF0000,2017,30,13,2.6,121.2499999990273,90498.01750000066,81687,40268
IF0000,2017,30,20,4.0,-417.25000000007185,27508.60750000001,12192,6158
IF0000,2017,30,30,6.0,-521.1499999999996,7838.177499999979,1611,848
IF0000,2018,1,0,0.0,89320.09999998314,2667459.4387500235,4608568,1681416
IF0000,2018,1,2,0.4,-81596.37500002305,735928.9856250047,754491,414799
IF0000,2018,1,4,0.8,-43964.65000000395,203202.0625000029,145943,91464
IF0000,2018,1,6,1.2,-17109.85000000084,69981.52250000088,32070,22071
IF0000,2018,1,8,1.6,-7540.200000000201,32181.81000000011,9856,7140
IF0000,2018,1,13,2.6,-1781.750000000019,9012.362499999965,1349,1013
IF0000,2018,1,20,4.0,-374.6000000000017,2219.960000000007,203,147
IF0000,2018,1,30,6.0,-96.49999999999864,567.3899999999865,29,25
IF0000,2018,2,0,0.0,176478.87499997744,2863936.6531250207,4608082,1778771
IF0000,2018,2,2,0.4,-2902.850000030379,1038918.1475000039,1091318,546605
IF0000,2018,2,4,0.8,-27168.00000000657,324613.6900000024,245814,136082
IF0000,2018,2,6,1.2,-15860.750000001573,111573.5775000008,57488,34983
IF0000,2018,2,8,1.6,-8139.500000000392,50470.64500000022,17527,11425
IF0000,2018,2,13,2.6,-2222.0500000000407,13221.212500000003,2271,1598
IF0000,2018,2,20,4.0,-665.5000000000068,3932.2500000000127,421,309
IF0000,2018,2,30,6.0,-188.19999999999982,1071.839999999998,66,55
IF0000,2018,3,0,0.0,193610.22499997698,3003218.663125026,4607596,1879351
IF0000,2018,3,2,0.4,47752.6249999631,1322595.5431250045,1438213,693881
IF0000,2018,3,4,0.8,-8706.075000009503,476014.3081250021,384999,199137
IF0000,2018,3,6,1.2,-12717.975000002576,173870.00312500054,100023,56062
IF0000,2018,3,8,1.6,-8842.275000000718,77783.96812500016,32220,19389
IF0000,2018,3,13,2.6,-2414.700000000057,18858.364999999976,3626,2403
IF0000,2018,3,20,4.0,-755.4000000000042,5195.660000000001,614,424
IF0000,2018,3,30,6.0,-264.6999999999962,1459.4499999999825,109,87
IF0000,2018,5,0,0.0,199495.6499999773,3096598.4237500285,4606624,1953520
IF0000,2018,5,2,0.4,101676.49999995947,1699535.7812500065,1939076,912793
IF0000,2018,5,4,0.8,21867.949999985747,768818.7237500029,687011,337515
IF0000,2018,5,6,1.2,-5669.900000005102,333363.1462500013,226128,118163
IF0000,2018,5,8,1.6,-8385.950000001807,160500.07875000068,84379,46541
IF0000,2018,5,13,2.6,-3402.400000000186,37302.65124999996,10081,6083
IF0000,2018,5,20,4.0,-808.1000000000126,8768.106249999986,1215,751
IF0000,2018,5,30,6.0,-335.4999999999959,2143.229999999973,195,141
IF0000,2018,10,0,0.0,178893.09999997966,3169773.946250029,4604194,2023188
IF0000,2018,10,2,0.4,126310.04999996151,2160565.79875001,2607063,1221711
IF0000,2018,10,4,0.8,55350.29999997974,1299552.491250007,1310480,629760
IF0000,2018,10,6,1.2,10101.499999989923,730162.6312500031,600676,300268
IF0000,2018,10,8,1.6,-5509.250000004977,429608.03375000204,288800,149820
IF0000,2018,10,13,2.6,-4898.750000000858,122613.15875000047,50403,27527
IF0000,2018,10,20,4.0,-671.3750000000286,27079.180624999997,5954,3178
IF0000,2018,10,30,6.0,-208.07500000000255,5729.860625000011,681,368
IF0000,2018,20,0,0.0,148898.0999999839,3208232.0262500267,4599334,2068683
IF0000,2018,20,2,0.4,124004.69999996826,2525854.2062500156,3169965,1485108
IF0000,2018,20,4,0.8,80359.39999997838,1843981.2512500128,2025617,959861
IF0000,2018,20,6,1.2,42048.924999985386,1276339.240625008,1199027,577153
IF0000,2018,20,8,1.6,19569.274999990117,885618.7981250046,715969,349826
IF0000,2018,20,13,2.6,3868.974999997456,349361.93812500144,192940,96176
IF0000,2018,20,20,4.0,2360.1249999998727,102652.60062500004,33459,16413
IF0000,2018,20,30,6.0,1139.424999999961,23939.930624999877,4423,1979
IF0000,2018,30,0,0.0,118705.19999998658,3220084.906250026,4594474,2089184
IF0000,2018,30,2,0.4,105809.74999997269,2676352.3537500207,3420318,1605424
IF0000,2018,30,4,0.8,78826.64999997972,2102968.078750017,2408906,1137025
IF0000,2018,30,6,1.2,53010.74999998536,1587567.6637500091,1594562,758274
IF0000,2018,30,8,1.6,36057.09999998878,1196392.1962500073,1060825,507068
IF0000,2018,30,13,2.6,15691.174999995632,570138.198125003,367904,176730
IF0000,2018,30,20,4.0,7591.624999999385,199803.53062500054,84079,39700
IF0000,2018,30,30,6.0,2977.674999999923,54046.24812499992,13778,6176
IF0000,2019,1,0,0.0,-11312.850000022554,2487102.9325000164,6110544,2077440
IF0000,2019,1,2,0.4,-55116.55000002685,651511.987500003,737318,394621
IF0000,2019,1,4,0.8,-19672.95000000226,123443.61250000136,82322,49592
IF0000,2019,1,6,1.2,-5565.700000000268,30484.610000000263,12368,8190
IF0000,2019,1,8,1.6,-1928.3000000000366,11198.170000000042,2958,2068
IF0000,2019,1,13,2.6,-331.7999999999952,2628.519999999997,300,216
IF0000,2019,1,20,4.0,-84.09999999999945,654.0700000000052,51,41
IF0000,2019,1,30,6.0,-4.799999999999272,160.32000000000613,5,3
IF0000,2019,2,0,0.0,63207.99999997281,2735379.1800000123,6110056,2315498
IF0000,2019,2,2,0.4,-1413.2000000358425,969840.7850000025,1163117,578195
IF0000,2019,2,4,0.8,-8624.650000005202,245011.02250000107,185061,97933
IF0000,2019,2,6,1.2,-3991.4500000008616,62198.74250000037,30723,17481
IF0000,2019,2,8,1.6,-1367.6000000001754,21723.860000000088,6944,4148
IF0000,2019,2,13,2.6,-324.0000000000118,4066.2200000000053,561,367
IF0000,2019,2,20,4.0,-97.99999999999864,1222.799999999999,102,69
IF0000,2019,2,30,6.0,-29.299999999998818,350.89000000000476,18,14
IF0000,2019,3,0,0.0,92031.2999999718,2846258.1900000134,6109568,2433727
IF0000,2019,3,2,0.4,32173.899999957546,1215361.9750000017,1533412,741604
IF0000,2019,3,4,0.8,2272.5499999919007,394250.3025000009,326714,165528
IF0000,2019,3,6,1.2,-2647.4000000018923,125122.60000000052,70650,37911
IF0000,2019,3,8,1.6,-1508.7000000004455,46956.97000000033,18483,10362
IF0000,2019,3,13,2.6,-210.5000000000291,7343.909999999982,1230,729
IF0000,2019,3,20,4.0,-17.99999999999727,1811.2199999999839,162,91
IF0000,2019,3,30,6.0,-25.299999999999272,302.5300000000166,23,14
IF0000,2019,5,0,0.0,97284.79999997285,2940707.300000015,6108592,2549386
IF0000,2019,5,2,0.4,52039.04999995215,1560936.917500005,2123290,1014566
IF0000,2019,5,4,0.8,9702.949999987384,676092.4625000008,639985,318784
IF0000,2019,5,6,1.2,-4040.550000004294,289359.9325000016,198151,104080
IF0000,2019,5,8,1.6,-4261.050000001471,133422.68250000072,69008,37752
IF0000,2019,5,13,2.6,-396.45000000010396,24339.182500000097,6182,3477
IF0000,2019,5,20,4.0,116.09999999999536,4362.969999999987,443,223
IF0000,2019,5,30,6.0,-35.499999999998636,898.5900000000046,74,40
IF0000,2019,10,0,0.0,122437.3999999767,3017103.740000021,6106152,2624256
IF0000,2019,10,2,0.4,82686.69999995244,1983201.2900000077,2966568,1394037
IF0000,2019,10,4,0.8,34472.94999998166,1155479.487500005,1279008,617738
IF0000,2019,10,6,1.2,10783.699999991542,649175.985000003,538038,267039
IF0000,2019,10,8,1.6,2881.499999996045,379405.04500000126,246478,124866
IF0000,2019,10,13,2.6,1208.0499999995168,102833.15249999997,39076,20005
IF0000,2019,10,20,4.0,1028.5499999999824,21323.7225,3717,1813
IF0000,2019,10,30,6.0,226.29999999999836,3511.349999999995,389,157
IF0000,2019,20,0,0.0,110420.19999998203,3062148.500000017,6101272,2677567
IF0000,2019,20,2,0.4,87038.89999995768,2342337.4500000104,3767242,1752798
IF0000,2019,20,4,0.8,50558.999999977575,1655484.620000008,2110038,997933
IF0000,2019,20,6,1.2,28051.79999998708,1127956.2600000033,1118776,535985
IF0000,2019,20,8,1.6,18020.849999992504,781802.7875000039,624848,300783
IF0000,2019,20,13,2.6,10874.399999998257,311711.4350000012,160057,75953
IF0000,2019,20,20,4.0,5184.749999999876,89479.06250000023,27318,12466
IF0000,2019,20,30,6.0,1685.4999999999818,21907.109999999935,3355,1443
IF0000,2019,30,0,0.0,85025.0999999846,3076482.2900000205,6096392,2703741
IF0000,2019,30,2,0.4,68528.59999996261,2488645.9600000135,4157246,1931417
IF0000,2019,30,4,0.8,41052.49999997685,1894238.7650000069,2612798,1231214
IF0000,2019,30,6,1.2,21981.69999998492,1396767.165000006,1548114,738850
IF0000,2019,30,8,1.6,14285.099999990078,1042355.3650000035,952295,456959
IF0000,2019,30,13,2.6,9271.449999997028,503431.39250000176,307638,147140
IF0000,2019,30,20,4.0,7027.049999999751,182651.5525000001,71803,33518
IF0000,2019,30,30,6.0,2602.7499999999573,50824.86250000003,11667,5305
IF0000,2020,1,0,0.0,76896.02499996632,4499566.6393750515,6238235,2229589
IF0000,2020,1,2,0.4,-52552.17500005339,1513747.2381250123,1057064,552308
IF0000,2020,1,4,0.8,-37757.35000001098,436917.0775000065,202180,115672
IF0000,2020,1,6,1.2,-16480.150000002064,126039.11250000256,40255,25227
IF0000,2020,1,8,1.6,-7332.250000000401,50653.897500000494,12285,8128
IF0000,2020,1,13,2.6,-1355.4000000000274,10907.00499999987,1321,943
IF0000,2020,1,20,4.0,-206.75000000000455,1953.0424999999825,132,96
IF0000,2020,1,30,6.0,-17.450000000002547,324.3524999999994,17,9
IF0000,2020,2,0,0.0,186495.6249999596,4884670.374375055,6237749,2446947
IF0000,2020,2,2,0.4,60860.82499993346,2103188.07437502,1559463,755423
IF0000,2020,2,4,0.8,9012.974999981312,784820.3756250057,394343,198256
IF0000,2020,2,6,1.2,-4206.625000004515,262813.5956250019,94498,50204
IF0000,2020,2,8,1.6,-4126.425000000976,105406.51562500068,29177,16270
IF0000,2020,2,13,2.6,-948.6500000000597,16219.787499999924,2348,1394
IF0000,2020,2,20,4.0,-101.24999999999363,3866.08249999994,254,149
IF0000,2020,2,30,6.0,-10.150000000000091,989.0725000000025,30,17
IF0000,2020,3,0,0.0,210583.0749999597,5050682.9168750625,6237263,2559090
IF0000,2020,3,2,0.4,111113.3999999267,2565436.0612500235,2006682,952379
IF0000,2020,3,4,0.8,40004.44999997423,1155517.0087500068,632807,307012
IF0000,2020,3,6,1.2,6562.599999992011,476637.6212500034,191283,96744
IF0000,2020,3,8,1.6,74.94999999766242,222674.2637500018,70069,36477
IF0000,2020,3,13,2.6,-881.4500000001808,34592.637500000004,6317,3462
IF0000,2020,3,20,4.0,-53.69999999999345,5617.175000000035,460,250
IF0000,2020,3,30,6.0,21.799999999998363,1508.1049999999907,51,23
IF0000,2020,5,0,0.0,204319.22499995993,5185272.661875066,6236291,2661982
IF0000,2020,5,2,0.4,136069.07499992524,3143206.3443750315,2644393,1248053
IF0000,2020,5,4,0.8,63545.09999996475,1753041.271250012,1089328,523744
IF0000,2020,5,6,1.2,17176.049999985604,916871.2837500063,429883,214137
IF0000,2020,5,8,1.6,3276.2499999946413,518748.7237500032,195482,100018
IF0000,2020,5,13,2.6,-1293.7500000007108,122248.19250000031,28845,15248
IF0000,2020,5,20,4.0,-278.7000000000148,17267.03500000001,2293,1221
IF0000,2020,5,30,6.0,48.60000000001037,3053.6199999999812,155,71
IF0000,2020,10,0,0.0,203446.97499996464,5291808.519375068,6233861,2735675
IF0000,2020,10,2,0.4,161533.89999993183,3819482.2487500412,3501100,1637282
IF0000,2020,10,4,0.8,103761.94999995638,2621376.3862500237,1897791,897128
IF0000,2020,10,6,1.2,54603.89999997614,1698478.013750014,964172,462610
IF0000,2020,10,8,1.6,30330.349999988422,1153705.8762500102,534952,259202
IF0000,2020,10,13,2.6,8259.049999997464,423080.6812500026,125827,61242
IF0000,2020,10,20,4.0,1331.7749999999496,102390.34062500032,19064,9236
IF0000,2020,10,30,6.0,194.72500000002992,16020.173125000045,1736,824
IF0000,2020,20,0,0.0,175701.49999996985,5345089.436250066,6229001,2788718
IF0000,2020,20,2,0.4,151285.9999999423,4316757.49625005,4244669,1981359
IF0000,2020,20,4,0.8,111640.64999995395,3376540.953750031,2797018,1315866
IF0000,2020,20,6,1.2,74911.2999999688,2532588.58625002,1730575,820712
IF0000,2020,20,8,1.6,54817.32499998167,1948105.0631250183,1127364,536286
IF0000,2020,20,13,2.6,29095.174999993833,974118.8406250078,384810,181530
IF0000,2020,20,20,4.0,13426.149999998997,359309.712500002,93216,42718
IF0000,2020,20,30,6.0,3514.599999999817,91109.28000000009,16058,7150
IF0000,2020,30,0,0.0,139485.09999997215,5357640.421250072,6224141,2808665
IF0000,2020,30,2,0.4,124645.24999994886,4520096.453750053,4593566,2142245
IF0000,2020,30,4,0.8,97639.74999995656,3714836.4287500447,3294778,1546609
IF0000,2020,30,6,1.2,70531.34999996831,2947991.723750029,2229853,1053756
IF0000,2020,30,8,1.6,51820.899999979054,2387103.836250026,1568090,744519
IF0000,2020,30,13,2.6,27936.149999991496,1360614.5037500125,640310,304644
IF0000,2020,30,20,4.0,13599.224999998343,612595.2731250041,195100,91450
IF0000,2020,30,30,6.0,5892.14999999955,209478.2175000008,45279,20617
IF0000,2021,1,0,0.0,26940.999999961597,5135351.611250079,5908409,2223473
IF0000,2021,1,2,0.4,-104132.45000006295,1878023.8787500272,1256342,670404
IF0000,2021,1,4,0.8,-64563.20000001921,610045.6250000125,309431,178452
IF0000,2021,1,6,1.2,-26111.650000004025,167026.80250000436,61297,38884
IF0000,2021,1,8,1.6,-11616.400000000815,64423.73000000197,17686,11987
IF0000,2021,1,13,2.6,-2008.1500000000988,11562.307500000485,1645,1240
IF0000,2021,1,20,4.0,-215.650000000006,2042.517500000073,127,96
IF0000,2021,1,30,6.0,-40.85000000000127,316.5425000000147,11,9
IF0000,2021,2,0,0.0,119581.54999995741,5490853.996250086,5907923,2397766
IF0000,2021,2,2,0.4,8350.999999922822,2464970.89875003,1724787,858874
IF0000,2021,2,4,0.8,-8930.775000026964,999165.27562501,529112,271575
IF0000,2021,2,6,1.2,-10280.425000007373,344353.6581250039,138642,74490
IF0000,2021,2,8,1.6,-7068.625000001757,141280.29312500136,44881,25186
IF0000,2021,2,13,2.6,-1804.1250000001219,19302.948125000228,3140,1999
IF0000,2021,2,20,4.0,-260.2999999999938,4143.704999999986,259,174
IF0000,2021,2,30,6.0,-4.75,1805.652499999968,32,19
IF0000,2021,3,0,0.0,140451.99999995553,5670413.108750093,5907437,2500626
IF0000,2021,3,2,0.4,53665.77499991473,2942517.5881250384,2152427,1049143
IF0000,2021,3,4,0.8,18023.02499996509,1392269.670625015,789247,391925
IF0000,2021,3,6,1.2,-785.2250000114373,579605.1781250057,255443,131157
IF0000,2021,3,8,1.6,-3431.375000003386,279915.4656250029,99914,52754
IF0000,2021,3,13,2.6,-1469.6750000002603,42258.82062500057,8852,4948
IF0000,2021,3,20,4.0,-398.9000000000042,5420.905000000013,522,327
IF0000,2021,3,30,6.0,-27.450000000006185,1776.7024999999737,65,37
IF0000,2021,5,0,0.0,149096.34999995364,5812446.118750097,5906465,2585447
IF0000,2021,5,2,0.4,85113.77499991244,3541235.01812505,2737940,1318354
IF0000,2021,5,4,0.8,38441.87499995275,2025976.388125023,1262596,618019
IF0000,2021,5,6,1.2,6849.974999980386,1049002.98812501,520643,262614
IF0000,2021,5,8,1.6,-1978.075000007363,596275.3756250056,246961,127838
IF0000,2021,5,13,2.6,-1915.0750000009157,136457.40062500158,36219,19390
IF0000,2021,5,20,4.0,-136.7500000000182,19480.32750000031,2796,1467
IF0000,2021,5,30,6.0,-133.8500000000031,2307.722500000052,177,106
IF0000,2021,10,0,0.0,140837.44999995545,5927603.048750098,5904035,2659040
IF0000,2021,10,2,0.4,106607.67499991959,4283319.58312506,3528774,1683905
IF0000,2021,10,4,0.8,62968.97499994224,2979357.8581250357,2094227,1010707
IF0000,2021,10,6,1.2,25766.574999968114,1910668.1081250221,1113843,547687
IF0000,2021,10,8,1.6,10699.024999984125,1292641.7856250159,641011,320211
IF0000,2021,10,13,2.6,-20.700000003422247,443598.0600000053,148651,76420
IF0000,2021,10,20,4.0,-188.45000000015898,102091.55750000053,21218,11002
IF0000,2021,10,30,6.0,-320.90000000003147,15883.905000000443,2106,1132
IF0000,2021,20,0,0.0,145699.9999999635,5984063.641250095,5899175,2685138
IF0000,2021,20,2,0.4,125035.8499999331,4820975.508750071,4193130,1978390
IF0000,2021,20,4,0.8,93559.29999994286,3796213.6362500573,2957784,1403328
IF0000,2021,20,6,1.2,57864.64999996073,2818487.1337500364,1917860,919161
IF0000,2021,20,8,1.6,34064.59999997568,2153743.336250028,1297194,628307
IF0000,2021,20,13,2.6,6111.549999991933,1026246.407500008,445108,221046
IF0000,2021,20,20,4.0,-999.7000000011149,356077.03000000375,102521,52365
IF0000,2021,20,30,6.0,-1871.8500000002323,91955.12250000123,17531,9298
IF0000,2021,30,0,0.0,123629.8999999676,5996281.061250095,5894315,2699949
IF0000,2021,30,2,0.4,112242.49999994243,5059328.651250074,4510936,2122975
IF0000,2021,30,4,0.8,93253.5999999458,4192285.2362500597,3430365,1618700
IF0000,2021,30,6,1.2,66664.24999995905,3319144.7737500435,2435628,1156684
IF0000,2021,30,8,1.6,45518.024999972266,2678493.200625033,1782422,852474
IF0000,2021,30,13,2.6,14433.474999987928,1471157.6431250165,745220,363067
IF0000,2021,30,20,4.0,-1003.8750000020664,609270.905625006,214493,107794
IF0000,2021,30,30,6.0,-2048.6500000004544,195522.50250000137,45471,23597
IF0000,2022,1,0,0.0,38857.89999996219,3790140.0650000526,5875181,2182846
IF0000,2022,1,2,0.4,-93962.55000004474,1190586.127500016,1005858,542019
IF0000,2022,1,4,0.8,-44455.35000000981,350283.3375000065,195293,115156
IF0000,2022,1,6,1.2,-15035.25000000175,98137.98750000198,35032,22416
IF0000,2022,1,8,1.6,-6021.350000000373,37584.857500000726,9145,6229
IF0000,2022,1,13,2.6,-982.5500000000361,6380.94250000006,828,611
IF0000,2022,1,20,4.0,-147.64999999999918,1024.5325000000112,88,65
IF0000,2022,1,30,6.0,-16.350000000000364,147.242500000002,8,5
IF0000,2022,2,0,0.0,119021.54999995974,4029072.2525000568,5874697,2331237
IF0000,2022,2,2,0.4,6052.099999939535,1594234.560000019,1442296,712135
IF0000,2022,2,4,0.8,-8019.050000015193,549885.022500006,340201,175179
IF0000,2022,2,6,1.2,-5718.950000003516,180002.3375000011,74998,40580
IF0000,2022,2,8,1.6,-3014.4000000008496,73021.74500000049,21267,11950
IF0000,2022,2,13,2.6,-929.1500000000483,10678.38250000019,1555,989
IF0000,2022,2,20,4.0,-136.85000000001128,1622.172500000038,149,103
IF0000,2022,2,30,6.0,-20.450000000001637,201.0925000000089,10,8
IF0000,2022,3,0,0.0,131341.84999995827,4167459.4075000584,5874213,2434487
IF0000,2022,3,2,0.4,44892.399999931986,1962012.955000022,1872404,903819
IF0000,2022,3,4,0.8,12170.599999978846,802301.4150000076,552986,273553
IF0000,2022,3,6,1.2,629.4999999940428,307654.925000002,148765,76268
IF0000,2022,3,8,1.6,-5.000000001552053,137547.72500000126,48699,25373
IF0000,2022,3,13,2.6,-251.35000000010177,23482.22250000036,3733,2047
IF0000,2022,3,20,4.0,-0.15000000000190994,3107.762500000019,285,152
IF0000,2022,3,30,6.0,-12.650000000002365,525.2125000000128,28,15
IF0000,2022,5,0,0.0,130799.44999995863,4274544.957500062,5873245,2525804
IF0000,2022,5,2,0.4,67662.94999992897,2425232.6875000275,2476770,1184056
IF0000,2022,5,4,0.8,24396.999999969143,1238309.920000011,978070,477886
IF0000,2022,5,6,1.2,4901.949999988441,584499.8275000033,345471,173543
IF0000,2022,5,8,1.6,1354.5499999959434,307635.85750000196,140241,71567
IF0000,2022,5,13,2.6,304.3999999996927,68751.02500000043,16044,8253
IF0000,2022,5,20,4.0,61.44999999999072,12689.00250000016,1311,679
IF0000,2022,5,30,6.0,34.30000000000109,1901.3300000000254,109,54
IF0000,2022,10,0,0.0,133681.94999996427,4369023.54250006,5870825,2601558
IF0000,2022,10,2,0.4,97143.99999993361,2996776.790000037,3298978,1560045
IF0000,2022,10,4,0.8,56037.69999996035,1908266.865000022,1752887,837354
IF0000,2022,10,6,1.2,23605.049999979077,1123777.267500009,831286,404094
IF0000,2022,10,8,1.6,9933.799999990079,701414.8550000051,422269,208113
IF0000,2022,10,13,2.6,865.6499999984394,226160.93250000133,79317,40086
IF0000,2022,10,20,4.0,-259.4500000000976,58269.52750000062,10404,5380
IF0000,2022,10,30,6.0,31.650000000001455,14329.612500000168,1094,558
IF0000,2022,20,0,0.0,128273.69999997181,4416098.985000064,5865985,2638169
IF0000,2022,20,2,0.4,112375.99999994642,3447232.835000043,4008763,1874179
IF0000,2022,20,4,0.8,83503.69999995964,2561422.2450000285,2630989,1234731
IF0000,2022,20,6,1.2,50924.599999972364,1788616.7700000182,1582643,748939
IF0000,2022,20,8,1.6,29108.94999998316,1281141.9325000134,984335,470645
IF0000,2022,20,13,2.6,5642.599999994939,543630.7050000036,282912,138375
IF0000,2022,20,20,4.0,806.7499999994375,181083.14750000052,53804,26907
IF0000,2022,20,30,6.0,571.849999999918,51358.99750000036,7763,3839
IF0000,2022,30,0,0.0,102354.29999997684,4427894.08500006,5861145,2653040
IF0000,2022,30,2,0.4,93047.999999953,3643835.395000052,4344552,2026970
IF0000,2022,30,4,0.8,75377.49999996087,2888902.5050000343,3127127,1461481
IF0000,2022,30,6,1.2,52628.39999997053,2185719.0900000236,2101434,987245
IF0000,2022,30,8,1.6,35032.64999998016,1678799.5675000153,1440554,680868
IF0000,2022,30,13,2.6,9040.2499999922,828773.0675000055,518982,250156
IF0000,2022,30,20,4.0,2963.299999998907,318058.3250000013,122258,59845
IF0000,2022,30,30,6.0,2432.749999999774,102043.83750000078,21399,10146
IF0000,2023,1,0,0.0,13877.29999997708,1296750.5750000179,4890776,1632500
IF0000,2023,1,2,0.4,-41188.25000001915,219408.67250000348,391787,218044
IF0000,2023,1,4,0.8,-7573.900000001362,31157.550000000876,28635,18170
IF0000,2023,1,6,1.2,-1334.100000000119,7255.490000000103,3026,2027
IF0000,2023,1,8,1.6,-381.900000000011,2644.229999999993,680,454
IF0000,2023,1,13,2.6,-95.90000000000146,678.5100000000036,92,71
IF0000,2023,1,20,4.0,-4.099999999998545,60.15000000000137,11,7
IF0000,2023,1,30,6.0,-0.6999999999998181,0.48999999999974536,1,1
IF0000,2023,2,0,0.0,49520.04999997555,1408590.5625000182,4890342,1778368
IF0000,2023,2,2,0.4,-9556.200000029818,341451.06000000355,657448,326929
IF0000,2023,2,4,0.8,-3879.5000000027712,60327.450000000536,67141,35780
IF0000,2023,2,6,1.2,-943.5000000002528,13070.530000000092,7690,4344
IF0000,2023,2,8,1.6,-189.80000000002838,4868.920000000069,1554,876
IF0000,2023,2,13,2.6,-36.59999999999809,890.599999999995,136,86
IF0000,2023,2,20,4.0,-6.200000000000728,74.80000000000427,14,10
IF0000,2023,3,0,0.0,62438.099999974096,1477968.9050000191,4889908,1882085
IF0000,2023,3,2,0.4,7294.149999962218,458121.15250000305,938298,450577
IF0000,2023,3,4,0.8,-2022.2000000050593,105593.68000000076,139693,70503
IF0000,2023,3,6,1.2,-498.7000000007256,26395.890000000043,19823,10449
IF0000,2023,3,8,1.6,52.39999999988049,9402.900000000029,4004,2114
IF0000,2023,3,13,2.6,63.29999999999154,1511.9899999999798,265,126
IF0000,2023,3,20,4.0,32.499999999999545,182.73000000000096,18,3
IF0000,2023,5,0,0.0,64038.99999997338,1537276.895000021,4889040,1977907
IF0000,2023,5,2,0.4,20167.499999955307,632078.4500000055,1402804,662244
IF0000,2023,5,4,0.8,708.3999999901539,205373.16000000152,328533,160545
IF0000,2023,5,6,1.2,-1355.1000000021509,64135.55000000033,66518,34180
IF0000,2023,5,8,1.6,-225.8000000005236,25476.060000000172,16323,8578
IF0000,2023,5,13,2.6,286.7999999999952,4067.499999999954,949,442
IF0000,2023,5,20,4.0,73.50000000000273,405.9700000000114,70,24
IF0000,2023,5,30,6.0,15.900000000000546,52.290000000003744,5,0
IF0000,2023,10,0,0.0,70196.79999997467,1592477.1350000205,4886870,2057399
IF0000,2023,10,2,0.4,39913.04999995175,881360.202500008,2117679,979670
IF0000,2023,10,4,0.8,12039.7999999822,409029.4600000036,786828,370553
IF0000,2023,10,6,1.2,1172.7999999936778,170926.04000000114,244605,118837
IF0000,2023,10,8,1.6,-776.700000002163,78210.15000000056,82565,41027
IF0000,2023,10,13,2.6,174.5999999998685,15475.240000000029,6843,3409
IF0000,2023,10,20,4.0,258.19999999999163,3256.4599999999905,621,268
IF0000,2023,10,30,6.0,37.399999999999636,318.7000000000113,58,21
IF0000,2023,20,0,0.0,64544.399999979934,1623363.795000022,4882530,2098396
IF0000,2023,20,2,0.4,46674.899999956615,1100774.0100000117,2814166,1282760
IF0000,2023,20,4,0.8,23451.299999976705,664508.2100000071,1464777,673366
IF0000,2023,20,6,1.2,7714.799999987772,361653.8200000039,658835,308150
IF0000,2023,20,8,1.6,1308.0999999939918,202956.75000000204,304250,144535
IF0000,2023,20,13,2.6,-129.10000000078253,51536.61000000037,42021,20608
IF0000,2023,20,20,4.0,481.1999999999616,11678.740000000093,3987,1881
IF0000,2023,20,30,6.0,209.90000000000464,2855.5900000000292,521,230
IF0000,2023,30,0,0.0,51073.9999999834,1630926.555000021,4878190,2114672
IF0000,2023,30,2,0.4,41692.099999960854,1201770.6100000148,3175923,1438022
IF0000,2023,30,4,0.8,25171.699999975484,809125.1100000094,1911416,870035
IF0000,2023,30,6,1.2,12340.0999999846,498029.45000000513,1017202,467231
IF0000,2023,30,8,1.6,5193.699999990824,312701.930000003,549805,254693
IF0000,2023,30,13,2.6,1187.3999999980788,94633.22000000073,105590,49837
IF0000,2023,30,20,4.0,1134.3999999999469,23842.34000000018,11668,5415
IF0000,2023,30,30,6.0,537.5000000000018,6411.4700000000485,1465,634
IF0000,2024,1,0,0.0,70162.49999997712,3423039.898750021,5638735,1881657
IF0000,2024,1,2,0.4,-20665.200000022123,1500897.9187500037,628866,328803
IF0000,2024,1,4,0.8,-7762.400000002637,768074.3287500015,117147,63118
IF0000,2024,1,6,1.2,-5172.125000000831,440912.27312500053,39344,21341
IF0000,2024,1,8,1.6,-4032.1750000003176,277294.97062499996,18675,10180
IF0000,2024,1,13,2.6,-1808.0500000000711,89145.17249999997,4255,2407
