code,year,n,k_ticks,k_pts,s_sum,s_ss,s_n,hits
IH0000,2023,2,4,0.8,-1429.6000000005934,15691.240000000173,19294,10559
IH0000,2023,2,6,1.2,-322.90000000005875,3456.170000000015,2204,1280
IH0000,2023,2,8,1.6,-120.20000000002028,1349.2800000000118,549,319
IH0000,2023,2,13,2.6,-11.000000000002274,253.91999999999138,50,29
IH0000,2023,2,20,4.0,11.499999999998181,61.829999999992395,7,1
IH0000,2023,3,0,0.0,14407.499999980811,726122.7950000068,4454288,1582190
IH0000,2023,3,2,0.4,-3675.200000021351,160308.86500000092,482988,234461
IH0000,2023,3,4,0.8,-1201.000000001346,28178.34000000023,43327,22357
IH0000,2023,3,6,1.2,-165.20000000011805,6792.280000000037,5067,2684
IH0000,2023,3,8,1.6,-9.600000000032196,2382.6400000000426,1129,578
IH0000,2023,3,13,2.6,14.399999999997362,324.75999999999766,82,39
IH0000,2023,3,20,4.0,1.0999999999985448,37.089999999999925,7,3
IH0000,2023,3,30,6.0,3.099999999999909,9.609999999999436,1,0
IH0000,2023,5,0,0.0,21596.89999998046,763837.4950000073,4453420,1680428
IH0000,2023,5,2,0.4,1745.8999999700668,238566.2950000012,811000,383993
IH0000,2023,5,4,0.8,-985.9000000033193,58135.790000000314,117649,58319
IH0000,2023,5,6,1.2,-244.10000000047057,15967.230000000087,17011,8740
IH0000,2023,5,8,1.6,26.299999999883312,6241.369999999998,3943,1991
IH0000,2023,5,13,2.6,43.899999999992815,862.5100000000091,292,129
IH0000,2023,5,20,4.0,14.299999999999272,86.69000000000156,22,7
IH0000,2023,5,30,6.0,5.0,8.939999999999564,3,0
IH0000,2023,10,0,0.0,33596.899999981746,799346.5050000076,4451250,1763224
IH0000,2023,10,2,0.4,13721.549999961651,363730.02250000136,1397307,639546
IH0000,2023,10,4,0.8,1446.1999999918685,132067.56000000087,351931,166286
IH0000,2023,10,6,1.2,-579.4000000018086,46007.680000000066,77127,37819
IH0000,2023,10,8,1.6,-263.00000000046657,20033.559999999918,21387,10706
IH0000,2023,10,13,2.6,175.29999999998427,3847.1700000000283,1783,820
IH0000,2023,10,20,4.0,23.90000000000009,707.249999999987,167,73
IH0000,2023,10,30,6.0,17.39999999999918,85.11999999999504,14,3
IH0000,2023,20,0,0.0,33692.89999998553,820529.7150000066,4446910,1816063
IH0000,2023,20,2,0.4,21130.899999960573,485926.155000003,2062164,921559
IH0000,2023,20,4,0.8,7961.9999999859,242212.7050000014,807282,367201
IH0000,2023,20,6,1.2,862.8999999948869,109086.61000000038,267201,125161
IH0000,2023,20,8,1.6,-672.8000000020747,54323.760000000126,97805,46749
IH0000,2023,20,13,2.6,-31.600000000159525,13236.999999999935,10335,5116
IH0000,2023,20,20,4.0,333.6999999999998,2777.070000000013,1118,456
IH0000,2023,20,30,6.0,88.99999999999409,441.10000000000423,121,37
IH0000,2023,30,0,0.0,30776.29999998807,827147.4450000068,4442570,1836698
IH0000,2023,30,2,0.4,21895.699999963672,548914.9450000044,2439876,1080067
IH0000,2023,30,4,0.8,11032.349999983488,316914.01250000234,1168875,523825
IH0000,2023,30,6,1.2,4218.64999999235,165140.96250000084,476814,217202
IH0000,2023,30,8,1.6,1830.6499999961816,90656.78250000038,206677,95025
IH0000,2023,30,13,2.6,263.3999999995658,23176.919999999973,26818,12694
IH0000,2023,30,20,4.0,589.6000000000013,5743.799999999985,2928,1276
IH0000,2023,30,30,6.0,250.10000000000127,1360.409999999997,469,170
IH0000,2024,1,0,0.0,27761.54999998108,1582957.228750009,4973413,1455248
IH0000,2024,1,2,0.4,-12645.875000010423,599634.0306250027,276551,148912
IH0000,2024,1,4,0.8,-4777.425000000916,303623.0181250009,52685,29053
IH0000,2024,1,6,1.2,-3456.5500000003008,167905.12250000064,19348,10751
IH0000,2024,1,8,1.6,-2336.6500000001342,96165.76250000027,8736,4912
IH0000,2024,1,13,2.6,-734.00000000002,30119.435000000052,1707,978
IH0000,2024,1,20,4.0,-150.70000000000255,7320.08500000001,255,153
IH0000,2024,1,30,6.0,34.19999999999891,1535.9150000000259,35,17
IH0000,2024,2,0,0.0,59355.94999997933,1718330.8912500103,4972939,1655556
IH0000,2024,2,2,0.4,20702.69999998158,783959.2937500017,472549,230613
IH0000,2024,2,4,0.8,12329.274999998443,422174.47312500025,87139,42741
IH0000,2024,2,6,1.2,6085.899999999619,254016.06500000015,31359,15364
IH0000,2024,2,8,1.6,3731.8999999998123,162728.97,14806,7241
IH0000,2024,2,13,2.6,1412.6499999999592,56881.13250000005,3243,1555
IH0000,2024,2,20,4.0,234.0499999999961,16197.622500000012,597,291
IH0000,2024,2,30,6.0,65.09999999999718,4075.9399999999982,91,43
IH0000,2024,3,0,0.0,69998.14999997821,1781645.616250012,4972465,1771371
IH0000,2024,3,2,0.4,36403.79999997462,915645.5787500024,686453,326039
IH0000,2024,3,4,0.8,23164.774999997502,525883.758125001,137395,65160
IH0000,2024,3,6,1.2,14784.974999999418,336082.00812500046,48195,22354
IH0000,2024,3,8,1.6,9783.44999999981,227316.3475000004,23445,10686
IH0000,2024,3,13,2.6,3691.699999999965,90666.56000000013,5912,2632
IH0000,2024,3,20,4.0,1292.4999999999936,31562.445000000083,1196,499
IH0000,2024,3,30,6.0,381.4499999999962,9773.902500000024,215,87
IH0000,2024,5,0,0.0,80263.19999997795,1833242.9012500122,4971517,1875227
IH0000,2024,5,2,0.4,50651.399999965884,1077216.721250004,1051946,489069
IH0000,2024,5,4,0.8,33799.649999995,678067.9837500022,257005,120314
IH0000,2024,5,6,1.2,23689.62499999875,465165.76312500075,91281,41929
IH0000,2024,5,8,1.6,17272.82499999949,343054.5231250004,45849,20582
IH0000,2024,5,13,2.6,7870.124999999925,176774.14312500015,13841,6063
IH0000,2024,5,20,4.0,2821.82499999999,72817.84812500024,3504,1513
IH0000,2024,5,30,6.0,1117.14999999999,24430.807500000024,726,277
IH0000,2024,10,0,0.0,89126.17499998014,1881754.470625013,4969147,1966631
IH0000,2024,10,2,0.4,64680.72499995749,1290174.4231250056,1678742,760108
IH0000,2024,10,4,0.8,42860.524999989866,892607.513125003,552039,253647
IH0000,2024,10,6,1.2,31143.224999996797,664365.9231250026,212580,96761
IH0000,2024,10,8,1.6,23676.974999998714,526969.8956250013,109428,48938
IH0000,2024,10,13,2.6,13026.124999999793,328592.99312500114,36948,16188
IH0000,2024,10,20,4.0,6636.375000000003,182958.76062500055,13059,5549
IH0000,2024,10,30,6.0,2788.5250000000083,83405.24812500033,3691,1511
IH0000,2024,20,0,0.0,81251.44999998334,1907190.7712500126,4964407,2020700
IH0000,2024,20,2,0.4,67688.09999995709,1470919.7637500074,2379783,1057908
IH0000,2024,20,4,0.8,47948.14999998473,1116466.7812500042,1055778,475786
IH0000,2024,20,6,1.2,34944.999999993466,869700.8437500036,469032,212436
IH0000,2024,20,8,1.6,28609.599999996906,718194.5737500017,252936,113178
IH0000,2024,20,13,2.6,18482.79999999931,495937.8287500015,85181,36963
IH0000,2024,20,20,4.0,11483.499999999927,318023.9187500008,32829,13822
IH0000,2024,20,30,6.0,6024.049999999963,188060.62125000058,12369,5059
IH0000,2024,30,0,0.0,70896.24999998667,1912258.3812500157,4959667,2043997
IH0000,2024,30,2,0.4,62717.499999960215,1555639.9137500091,2774112,1223362
IH0000,2024,30,4,0.8,47904.99999998233,1231523.2137500057,1433538,639029
IH0000,2024,30,6,1.2,36262.049999991155,985526.9362500041,707863,317206
IH0000,2024,30,8,1.6,28909.49999999512,828537.1487500028,402370,180116
IH0000,2024,30,13,2.6,20543.499999998778,586826.7987500008,137640,59903
IH0000,2024,30,20,4.0,13167.499999999787,399821.51375000103,53204,22477
IH0000,2024,30,30,6.0,8416.27499999994,255448.12562500083,21533,8725
IH0000,2025,1,0,0.0,12901.099999979666,822083.8300000083,5283614,1509422
IH0000,2025,1,2,0.4,-11050.200000009081,113331.20000000119,160449,87345
IH0000,2025,1,4,0.8,-1364.8000000002826,25514.94000000016,10440,6148
IH0000,2025,1,6,1.2,-331.60000000003447,8600.28,1825,1078
IH0000,2025,1,8,1.6,-134.20000000000118,4025.299999999994,575,346
IH0000,2025,1,13,2.6,0.30000000000063665,850.0099999999875,90,53
IH0000,2025,1,20,4.0,4.400000000000091,156.37999999999366,11,5
IH0000,2025,1,30,6.0,1.199999999999818,1.4399999999995634,1,0
IH0000,2025,2,0,0.0,31346.399999978345,918806.7600000079,5283144,1720740
IH0000,2025,2,2,0.4,1255.6999999818677,194934.65000000122,367365,178385
IH0000,2025,2,4,0.8,1904.8999999991793,47027.630000000165,26064,13027
IH0000,2025,2,6,1.2,1118.5999999999194,18082.039999999946,3957,1916
IH0000,2025,2,8,1.6,548.3999999999733,8885.87999999994,1209,556
IH0000,2025,2,13,2.6,107.49999999999773,2370.82999999997,175,85
IH0000,2025,2,20,4.0,35.399999999999636,511.7399999999965,31,13
IH0000,2025,2,30,6.0,-3.399999999999636,70.97999999999858,6,4
IH0000,2025,3,0,0.0,36700.299999977426,970240.2500000088,5282674,1845351
IH0000,2025,3,2,0.4,7992.099999973933,269408.290000001,597017,281867
IH0000,2025,3,4,0.8,4211.299999998089,73762.11000000015,59114,28421
IH0000,2025,3,6,1.2,2604.9999999997476,29959.099999999893,8987,4121
IH0000,2025,3,8,1.6,1492.1999999999348,16219.079999999944,2553,1068
IH0000,2025,3,13,2.6,331.899999999991,4832.009999999963,386,157
IH0000,2025,3,20,4.0,89.09999999999991,1215.3699999999853,62,24
IH0000,2025,3,30,6.0,15.200000000000273,258.2599999999921,14,7
IH0000,2025,5,0,0.0,47426.699999977616,1016066.9700000107,5281734,1954763
IH0000,2025,5,2,0.4,18706.899999964095,379098.4500000024,998600,457222
IH0000,2025,5,4,0.8,8173.299999995557,127205.29000000026,153214,71336
IH0000,2025,5,6,1.2,4986.299999999286,54554.66999999982,27214,12327
IH0000,2025,5,8,1.6,3095.9999999998113,31237.519999999848,7941,3435
IH0000,2025,5,13,2.6,1086.699999999973,11663.45000000002,1209,458
IH0000,2025,5,20,4.0,311.6999999999998,3895.3699999999853,205,69
IH0000,2025,5,30,6.0,112.70000000000209,1364.2700000000027,42,14
IH0000,2025,10,0,0.0,55123.19999998021,1058939.0800000099,5279384,2056703
IH0000,2025,10,2,0.4,31624.99999995582,542117.8200000029,1710648,762139
IH0000,2025,10,4,0.8,14317.499999989803,238826.2100000007,445590,202047
IH0000,2025,10,6,1.2,8423.899999997284,114383.93000000021,110061,50060
IH0000,2025,10,8,1.6,5940.399999999162,69350.63999999982,35983,15960
IH0000,2025,10,13,2.6,2680.799999999913,30155.739999999834,5498,2239
IH0000,2025,10,20,4.0,967.0999999999849,13318.010000000015,1117,415
IH0000,2025,10,30,6.0,317.29999999999563,4889.070000000005,226,73
IH0000,2025,20,0,0.0,46804.79999998453,1083592.7800000105,5274684,2127669
IH0000,2025,20,2,0.4,30515.199999956225,692043.7400000044,2494897,1098799
IH0000,2025,20,4,0.8,13709.599999983207,388946.860000002,995083,446324
IH0000,2025,20,6,1.2,6589.4999999936235,212602.7900000007,348414,159177
IH0000,2025,20,8,1.6,4721.799999997369,133031.22000000026,139299,64023
IH0000,2025,20,13,2.6,2964.7999999996823,58295.67999999996,21708,9740
IH0000,2025,20,20,4.0,1723.6000000000113,29422.920000000002,4624,1891
IH0000,2025,20,30,6.0,440.0000000000082,14301.680000000022,1167,495
IH0000,2025,30,0,0.0,37657.199999986486,1090019.9400000111,5269984,2157164
IH0000,2025,30,2,0.4,27738.19999995838,765540.2400000051,2930185,1283469
IH0000,2025,30,4,0.8,12916.49999998006,480977.31000000314,1418111,631100
IH0000,2025,30,6,1.2,5241.699999990589,286494.21000000153,599295,271448
IH0000,2025,30,8,1.6,2591.7999999954973,185259.5600000008,272192,124934
IH0000,2025,30,13,2.6,1791.8999999992848,81393.43000000058,47651,22067
IH0000,2025,30,20,4.0,1428.9999999999332,41114.12000000024,9216,4068
IH0000,2025,30,30,6.0,624.3999999999769,21198.620000000068,2590,1107
IH0000,2026,1,0,0.0,10716.099999990594,377969.8150000042,2119155,636564
IH0000,2026,1,2,0.4,-8293.750000004373,51605.26250000093,85326,47157
IH0000,2026,1,4,0.8,-1440.0500000001748,11352.792500000047,5993,3750
IH0000,2026,1,6,1.2,-226.75000000003138,3792.062500000015,940,605
IH0000,2026,1,8,1.6,-43.300000000012915,1954.8900000000049,296,191
IH0000,2026,1,13,2.6,1.0999999999994543,432.3300000000054,30,20
IH0000,2026,1,20,4.0,-1.6000000000003638,143.09999999999872,6,5
IH0000,2026,1,30,6.0,9.0,105.47999999999584,2,1
IH0000,2026,2,0,0.0,20324.69999999023,419455.61500000453,2118965,714621
IH0000,2026,2,2,0.4,-2086.9000000086266,86043.6550000007,175529,86136
IH0000,2026,2,4,0.8,-766.0000000004334,19090.765000000076,13807,7401
IH0000,2026,2,6,1.2,49.549999999940155,7316.572500000039,2016,1101
IH0000,2026,2,8,1.6,88.64999999998099,3520.4625000000296,573,311
IH0000,2026,2,13,2.6,51.299999999996544,927.7700000000029,74,35
IH0000,2026,2,20,4.0,19.49999999999909,355.7299999999947,15,7
IH0000,2026,2,30,6.0,12.499999999999545,204.72999999998765,5,3
IH0000,2026,3,0,0.0,23103.499999989963,441705.2150000045,2118775,763953
IH0000,2026,3,2,0.4,2041.999999987775,120475.7450000007,277481,131043
IH0000,2026,3,4,0.8,-534.8000000008433,29363.685000000194,29372,14778
IH0000,2026,3,6,1.2,1.899999999868669,10947.095000000094,4411,2338
IH0000,2026,3,8,1.6,167.19999999996708,5823.025000000005,1183,613
IH0000,2026,3,13,2.6,68.89999999999691,1579.2299999999939,170,82
IH0000,2026,3,20,4.0,38.89999999999873,442.34999999999974,40,18
IH0000,2026,3,30,6.0,-2.5000000000004547,167.14999999999299,10,8
IH0000,2026,5,0,0.0,27107.19999998953,461530.6850000047,2118395,806574
IH0000,2026,5,2,0.4,8546.399999983774,171220.5450000007,456465,208836
IH0000,2026,5,4,0.8,633.4999999979041,52065.47500000041,74653,35526
IH0000,2026,5,6,1.2,-237.50000000032696,19734.53500000022,12812,6536
IH0000,2026,5,8,1.6,-79.65000000006785,10766.082500000095,3578,1868
IH0000,2026,5,13,2.6,126.85000000000491,3763.092500000011,489,230
IH0000,2026,5,20,4.0,-15.949999999997544,770.4125000000156,98,54
IH0000,2026,5,30,6.0,-17.599999999999454,176.66000000000665,30,20
IH0000,2026,10,0,0.0,26814.999999991545,478223.33500000456,2117445,848161
IH0000,2026,10,2,0.4,14668.299999980994,245204.1650000012,761050,340720
IH0000,2026,10,4,0.8,3375.59999999504,103711.63500000059,217581,99891
IH0000,2026,10,6,1.2,-65.70000000137497,43266.94500000032,53623,25445
IH0000,2026,10,8,1.6,-627.600000000431,22551.955000000195,16704,8251
IH0000,2026,10,13,2.6,-399.0000000000191,8452.99500000004,1878,1036
IH0000,2026,10,20,4.0,-16.799999999995634,3918.075000000029,406,197
IH0000,2026,10,30,6.0,-64.10000000000036,1233.4300000000317,106,63
IH0000,2026,20,0,0.0,22727.14999999307,484288.94250000507,2115545,875170
IH0000,2026,20,2,0.4,14941.549999981904,308826.0825000022,1079353,481177
IH0000,2026,20,4,0.8,6698.999999992526,170162.84000000107,469808,211798
IH0000,2026,20,6,1.2,1607.9999999968109,84880.64000000048,172810,79339
IH0000,2026,20,8,1.6,-327.900000001418,46071.590000000346,69028,32399
IH0000,2026,20,13,2.6,-687.9000000001301,13327.95000000008,8649,4349
IH0000,2026,20,20,4.0,-426.20000000001346,4827.240000000003,1076,626
IH0000,2026,20,30,6.0,-156.90000000000327,2537.689999999991,300,178
IH0000,2026,30,0,0.0,20057.499999994252,484913.750000005,2113645,885969
IH0000,2026,30,2,0.4,14821.39999998331,340200.92000000284,1249048,553828
IH0000,2026,30,4,0.8,7342.7999999917865,212234.54000000178,653193,292900
IH0000,2026,30,6,1.2,2506.799999995641,120219.16000000083,292989,133863
IH0000,2026,30,8,1.6,1034.099999997714,70885.53000000073,137507,63105
IH0000,2026,30,13,2.6,-353.40000000038117,20316.440000000162,21586,10308
IH0000,2026,30,20,4.0,-134.50000000002137,5425.869999999988,2537,1231
IH0000,2026,30,30,6.0,-89.29999999999882,2151.6700000000283,366,202
IM0000,2022,1,0,0.0,68019.64999998291,6259288.3087500585,2528916,1037360
IM0000,2022,1,2,0.4,-111617.82500002261,3042560.6306250216,849830,455125
IM0000,2022,1,4,0.8,-114261.67500001339,1793100.5831250174,438271,249305
IM0000,2022,1,6,1.2,-81160.32500000641,949237.0406250075,195146,117162
IM0000,2022,1,8,1.6,-52282.425000002506,527286.3356250037,91533,57304
IM0000,2022,1,13,2.6,-13717.525000000434,115153.43062500171,12659,8683
IM0000,2022,1,20,4.0,-1512.875000000019,14697.998125000337,958,699
IM0000,2022,1,30,6.0,-81.05000000000291,2187.2475000000936,81,49
IM0000,2022,2,0,0.0,102031.59999998091,6550004.601250057,2528696,1093205
IM0000,2022,2,2,0.4,-9453.275000028912,3797651.903125028,1120493,563775
IM0000,2022,2,4,0.8,-41720.775000016474,2315967.4881250183,591672,309379
IM0000,2022,2,6,1.2,-40810.77500000834,1302413.73812501,281270,152387
IM0000,2022,2,8,1.6,-31826.52500000374,785915.4106250068,146489,81577
IM0000,2022,2,13,2.6,-11680.225000000719,201538.77562500202,25626,15219
IM0000,2022,2,20,4.0,-2117.9250000000866,34200.76062500026,2522,1600
IM0000,2022,2,30,6.0,-165.199999999998,5006.450000000009,231,141
IM0000,2022,3,0,0.0,86728.14999998052,6718454.933750062,2528476,1138519
IM0000,2022,3,2,0.4,19094.399999968307,4374503.066250035,1336684,663332
IM0000,2022,3,4,0.8,-17213.300000020205,2863329.036250019,766864,391028
IM0000,2022,3,6,1.2,-27014.77500001088,1743990.778125012,400480,209668
IM0000,2022,3,8,1.6,-25345.525000005655,1124349.7106250082,226856,121209
IM0000,2022,3,13,2.6,-12565.875000001248,349450.3581250029,50080,28062
IM0000,2022,3,20,4.0,-3082.1250000001673,68358.38062500054,6133,3640
IM0000,2022,3,30,6.0,-355.45000000002346,10984.027500000026,527,320
IM0000,2022,5,0,0.0,73987.0999999807,6824043.356250058,2528036,1169510
IM0000,2022,5,2,0.4,39850.69999996812,5003796.401250039,1590474,782987
IM0000,2022,5,4,0.8,7613.549999977363,3600424.9637500294,1023772,511937
IM0000,2022,5,6,1.2,-11630.375000014341,2438698.79312502,607931,309426
IM0000,2022,5,8,1.6,-19311.525000007998,1727184.0656250117,384713,199349
IM0000,2022,5,13,2.6,-16055.075000002635,680275.5081250049,112947,60792
IM0000,2022,5,20,4.0,-5585.825000000429,180482.7306250018,20223,11310
IM0000,2022,5,30,6.0,-752.2000000000562,33804.97500000014,2149,1215
IM0000,2022,10,0,0.0,74326.54999998373,6901894.073750063,2526936,1188629
IM0000,2022,10,2,0.4,60676.59999997362,5630502.68625005,1858327,905989
IM0000,2022,10,4,0.8,40769.8999999769,4523093.186250037,1379096,676858
IM0000,2022,10,6,1.2,18160.39999998259,3476948.3312500264,960083,475560
IM0000,2022,10,8,1.6,3740.574999987878,2741087.26562502,693164,346428
IM0000,2022,10,13,2.6,-12632.625000005113,1408293.0306250094,281491,144179
IM0000,2022,10,20,4.0,-11728.025000000887,526890.6006250045,75787,40401
IM0000,2022,10,30,6.0,-4075.2000000001817,142333.15500000134,13505,7474
IM0000,2022,20,0,0.0,79071.54999998676,6933859.911250067,2524736,1188909
IM0000,2022,20,2,0.4,71362.92499997864,6069862.4781250525,2062095,991610
IM0000,2022,20,4,0.8,59081.524999980145,5247475.003125048,1690321,814779
IM0000,2022,20,6,1.2,44278.77499998379,4401466.540625036,1324912,640526
IM0000,2022,20,8,1.6,31101.924999987124,3747572.7181250313,1061729,514800
IM0000,2022,20,13,2.6,4172.1249999924785,2375797.673125017,567340,278855
IM0000,2022,20,20,4.0,-12876.725000002061,1178852.5106250062,219517,111337
IM0000,2022,20,30,6.0,-10407.950000000516,448192.73250000266,59333,31159
IM0000,2022,30,0,0.0,64528.79999998861,6932825.69375006,2522536,1189667
IM0000,2022,30,2,0.4,61532.19999998175,6246366.593750056,2152016,1030539
IM0000,2022,30,4,0.8,54835.74999998224,5585782.636250049,1842054,882533
IM0000,2022,30,6,1.2,45123.34999998433,4874232.676250038,1522320,730434
IM0000,2022,30,8,1.6,37557.69999998757,4303934.068750036,1280254,614719
IM0000,2022,30,13,2.6,14935.399999991849,3006988.413750025,781460,377710
IM0000,2022,30,20,4.0,-4370.000000003258,1708390.4237500129,362310,178165
IM0000,2022,30,30,6.0,-8007.15000000117,752669.5975000048,120211,60360
IM0000,2023,1,0,0.0,141763.69999997303,5289401.330000062,4639991,1812187
IM0000,2023,1,2,0.4,-105101.65000004134,1838959.3225000189,1052790,563358
IM0000,2023,1,4,0.8,-82875.90000001654,780500.5150000126,352998,205192
IM0000,2023,1,6,1.2,-38653.55000000491,283658.8025000045,91146,57528
IM0000,2023,1,8,1.6,-17766.55000000116,126951.21750000164,28854,19177
IM0000,2023,1,13,2.6,-2540.0000000001364,25014.890000000323,2263,1617
IM0000,2023,1,20,4.0,-384.5000000000073,8182.525000000156,161,125
IM0000,2023,1,30,6.0,-103.04999999999927,5638.212499999989,18,13
IM0000,2023,2,0,0.0,168420.59999996988,5559718.395000065,4639557,1914574
IM0000,2023,2,2,0.4,-5741.250000056532,2519511.9925000225,1528570,762203
IM0000,2023,2,4,0.8,-38084.450000023324,1167462.8125000128,568686,298486
IM0000,2023,2,6,1.2,-26796.000000007803,485405.81000000477,174180,96441
IM0000,2023,2,8,1.6,-15824.850000002487,242092.8875000019,64357,37344
IM0000,2023,2,13,2.6,-2946.250000000251,54755.717499999875,5777,3639
IM0000,2023,2,20,4.0,-557.7000000000171,17751.57000000008,445,295
IM0000,2023,2,30,6.0,-172.84999999999945,11308.272499999986,42,27
IM0000,2023,3,0,0.0,162869.89999997025,5736853.81500007,4639123,1996817
IM0000,2023,3,2,0.4,37941.89999993832,3047204.930000027,1915362,935319
IM0000,2023,3,4,0.8,-11773.950000029614,1578932.5775000143,820426,414053
IM0000,2023,3,6,1.2,-20478.750000011525,740084.4275000072,296757,156179
IM0000,2023,3,8,1.6,-16036.050000004325,400492.2325000026,125033,68344
IM0000,2023,3,13,2.6,-3885.6000000005006,97804.73000000043,13869,8129
IM0000,2023,3,20,4.0,-489.65000000005784,25685.4675000001,1055,609
IM0000,2023,3,30,6.0,-190.4499999999989,12289.85249999999,89,54
IM0000,2023,5,0,0.0,139467.34999996907,5862223.367500075,4638255,2061904
IM0000,2023,5,2,0.4,67171.39999993742,3678659.5000000386,2412773,1164190
IM0000,2023,5,4,0.8,13405.449999963304,2214621.1775000202,1260539,619541
IM0000,2023,5,6,1.2,-15916.950000017776,1213715.092500009,566865,287631
IM0000,2023,5,8,1.6,-20275.650000007532,735584.707500006,282634,148120
IM0000,2023,5,13,2.6,-8413.400000001255,216419.55000000153,44016,24667
IM0000,2023,5,20,4.0,-756.900000000117,59841.44000000022,4365,2420
IM0000,2023,5,30,6.0,-123.40000000001419,19109.61000000004,441,230
IM0000,2023,10,0,0.0,128780.89999997002,5962092.865000073,4636085,2105627
IM0000,2023,10,2,0.4,95277.84999994293,4377434.337500047,3008554,1432349
IM0000,2023,10,4,0.8,53283.399999957895,3135621.990000028,1954056,936517
IM0000,2023,10,6,1.2,13099.699999973733,2064024.6450000175,1134851,552075
IM0000,2023,10,8,1.6,-5522.1000000144495,1422872.3650000107,688086,339768
IM0000,2023,10,13,2.6,-16729.700000003468,530316.7200000046,166519,86768
IM0000,2023,10,20,4.0,-5697.050000000235,161809.52750000093,23019,12703
IM0000,2023,10,30,6.0,-842.4000000000569,58630.11500000028,3113,1720
IM0000,2023,20,0,0.0,120379.29999997746,6006413.330000075,4631745,2120819
IM0000,2023,20,2,0.4,103596.24999995537,4926503.367500057,3499118,1646569
IM0000,2023,20,4,0.8,74780.3499999614,3956420.562500045,2638222,1244018
IM0000,2023,20,6,1.2,42297.599999969796,3006042.2500000275,1844664,875149
IM0000,2023,20,8,1.6,20699.449999979548,2337582.88250002,1322066,631538
IM0000,2023,20,13,2.6,-11407.10000000817,1138826.7350000087,493821,242807
IM0000,2023,20,20,4.0,-10684.650000001357,406802.8525000023,106083,54564
IM0000,2023,20,30,6.0,-1664.4000000002225,133018.13000000076,15282,7862
IM0000,2023,30,0,0.0,92484.39999997977,5997467.520000075,4627405,2129106
IM0000,2023,30,2,0.4,83468.29999996233,5138885.110000057,3719398,1745890
IM0000,2023,30,4,0.8,66842.14999996574,4337537.287500048,2990172,1404501
IM0000,2023,30,6,1.2,45582.249999970765,3499659.7425000337,2265438,1066085
IM0000,2023,30,8,1.6,27665.749999977503,2872875.997500027,1749447,826425
IM0000,2023,30,13,2.6,-1824.4000000113756,1608863.9900000137,806354,387331
IM0000,2023,30,20,4.0,-4448.950000002026,658393.7125000056,229234,111897
IM0000,2023,30,30,6.0,-302.8000000004695,219688.23500000106,40871,19946
IM0000,2024,1,0,0.0,454326.74999996566,18595735.742500126,6227595,2483567
IM0000,2024,1,2,0.4,98675.67499993101,10795382.055625051,2013235,1003685
IM0000,2024,1,4,0.8,8114.924999969078,6555542.368125024,798963,412532
IM0000,2024,1,6,1.2,-10912.450000010598,3781350.4625000153,287745,152586
IM0000,2024,1,8,1.6,-8876.375000003576,2468795.349375007,132859,71226
IM0000,2024,1,13,2.6,-4580.700000000455,861892.071250001,26849,14678
IM0000,2024,1,20,4.0,105.80000000002474,189122.19500000065,3863,2074
IM0000,2024,1,30,6.0,419.2500000000018,45762.546250000116,463,254
IM0000,2024,2,0,0.0,571726.4499999608,19419402.095000148,6227121,2641438
IM0000,2024,2,2,0.4,360258.974999917,13077474.140625073,2752733,1312656
IM0000,2024,2,4,0.8,222971.39999995806,8708355.785000034,1271763,609215
IM0000,2024,2,6,1.2,124602.69999998243,5551423.640000015,537096,258946
IM0000,2024,2,8,1.6,78509.4999999929,3906152.2687500096,276585,133983
IM0000,2024,2,13,2.6,29366.674999998708,1691533.6218750027,63340,30722
IM0000,2024,2,20,4.0,9560.699999999948,576648.9837500026,12512,6036
IM0000,2024,2,30,6.0,2277.050000000002,156552.1225000005,2074,1004
IM0000,2024,3,0,0.0,569601.7999999579,19751536.71000015,6226647,2724032
IM0000,2024,3,2,0.4,437024.2999999131,14499823.640000075,3259239,1543802
IM0000,2024,3,4,0.8,315203.6249999504,10398351.921875047,1718464,812535
IM0000,2024,3,6,1.2,197947.4249999767,7129221.660625019,830662,394529
IM0000,2024,3,8,1.6,133499.72499998915,5281969.803125011,468804,223579
IM0000,2024,3,13,2.6,52832.1999999977,2597004.368750004,126570,60756
IM0000,2024,3,20,4.0,19427.5999999997,1075468.641250002,28961,13782
IM0000,2024,3,30,6.0,6136.599999999964,371559.74500000087,5954,2828
IM0000,2024,5,0,0.0,528245.1749999551,19962990.584375136,6225699,2793636
IM0000,2024,5,2,0.4,450444.1499999179,15823750.765000094,3805437,1805168
IM0000,2024,5,4,0.8,357201.4749999438,12384279.285625063,2362571,1119867
IM0000,2024,5,6,1.2,250728.49999996793,9324894.165000027,1353073,644335
IM0000,2024,5,8,1.6,180907.6249999823,7380622.336875024,856270,409602
IM0000,2024,5,13,2.6,75229.19999999492,4196156.036250006,284238,137947
IM0000,2024,5,20,4.0,29221.67499999937,2123645.3268750026,80203,39137
IM0000,2024,5,30,6.0,11153.49999999977,950999.971250002,20802,10098
IM0000,2024,10,0,0.0,474449.19999995816,20149560.251250155,6223329,2853395
IM0000,2024,10,2,0.4,432834.4749999268,17256149.325625096,4450563,2113581
IM0000,2024,10,4,0.8,369195.4749999411,14679127.505625086,3225401,1533213
IM0000,2024,10,6,1.2,287975.0749999583,12117768.815625064,2198006,1048471
