code,factor,J,k,bucket,mean_dy,n,nrows
IF0000,mpb,1,20,pos0.1,0.65835315,38291,36819506
IF0000,mpb,1,60,neg0.1,-0.8635543,39884,36694131
IF0000,mpb,1,60,neg1,-0.58609104,370898,36694131
IF0000,mpb,1,60,neg5,-0.5147928,1895750,36694131
IF0000,mpb,1,60,pos5,0.36809736,1888279,36694131
IF0000,mpb,1,60,pos1,0.37973037,369977,36694131
IF0000,mpb,1,60,pos0.1,0.440377,37930,36694131
IF0000,mpb,1,120,neg0.1,-0.93032753,39047,36494634
IF0000,mpb,1,120,neg1,-0.637174,367628,36494634
IF0000,mpb,1,120,neg5,-0.54134786,1884754,36494634
IF0000,mpb,1,120,pos5,0.30056214,1877244,36494634
IF0000,mpb,1,120,pos1,0.2734834,366759,36494634
IF0000,mpb,1,120,pos0.1,0.4576474,37176,36494634
IF0000,mpb,1,240,neg0.1,-0.93215406,37283,36065647
IF0000,mpb,1,240,neg1,-0.7225107,360704,36065647
IF0000,mpb,1,240,neg5,-0.6175041,1860548,36065647
IF0000,mpb,1,240,pos5,0.14128336,1852635,36065647
IF0000,mpb,1,240,pos1,0.011611053,360820,36065647
IF0000,mpb,1,240,pos0.1,-0.05636419,36069,36065647
IF0000,mpb,1,600,neg0.1,-1.3555102,34608,34607287
IF0000,mpb,1,600,neg1,-1.1015131,346443,34607287
IF0000,mpb,1,600,neg5,-0.9378688,1774889,34607287
IF0000,mpb,1,600,pos5,-0.3148863,1765561,34607287
IF0000,mpb,1,600,pos1,-0.535325,346978,34607287
IF0000,mpb,1,600,pos0.1,-0.73916453,38277,34607287
IF0000,mpb,5,1,neg0.1,-0.17596637,36865,36864922
IF0000,mpb,5,1,neg1,-0.14169668,369063,36864922
IF0000,mpb,5,1,neg5,-0.14797348,1844398,36864922
IF0000,mpb,5,1,pos5,0.14307003,1845418,36864922
IF0000,mpb,5,1,pos1,0.13364725,374411,36864922
IF0000,mpb,5,1,pos0.1,0.14890881,36932,36864922
IF0000,mpb,5,20,neg0.1,-0.12713239,36989,36807498
IF0000,mpb,5,20,neg1,-0.12677369,368160,36807498
IF0000,mpb,5,20,neg5,-0.2200002,1840771,36807498
IF0000,mpb,5,20,pos5,0.17083935,1841897,36807498
IF0000,mpb,5,20,pos1,0.12886147,373595,36807498
IF0000,mpb,5,20,pos0.1,0.16856833,36810,36807498
IF0000,mpb,5,60,neg0.1,-0.19394548,36799,36682174
IF0000,mpb,5,60,neg1,-0.20636483,368321,36682174
IF0000,mpb,5,60,neg5,-0.23664404,1834612,36682174
IF0000,mpb,5,60,pos5,0.084413424,1836106,36682174
IF0000,mpb,5,60,pos1,-0.008942672,372316,36682174
IF0000,mpb,5,60,pos0.1,-0.13268322,37224,36682174
IF0000,mpb,5,120,neg0.1,-0.49420562,36501,36482704
IF0000,mpb,5,120,neg1,-0.30891386,365678,36482704
IF0000,mpb,5,120,neg5,-0.29431516,1824534,36482704
IF0000,mpb,5,120,pos5,0.00875017,1826136,36482704
IF0000,mpb,5,120,pos1,-0.13691165,369764,36482704
IF0000,mpb,5,120,pos0.1,-0.3153564,36825,36482704
IF0000,mpb,5,240,neg0.1,-0.35733524,36386,36053871
IF0000,mpb,5,240,neg1,-0.45767328,361722,36053871
IF0000,mpb,5,240,neg5,-0.3830106,1804561,36053871
IF0000,mpb,5,240,pos5,-0.1624955,1802933,36053871
IF0000,mpb,5,240,pos1,-0.386733,363888,36053871
IF0000,mpb,5,240,pos0.1,-0.7592828,36115,36053871
IF0000,mpb,5,600,neg0.1,-0.7580566,34599,34595917
IF0000,mpb,5,600,neg1,-0.85071456,352948,34595917
IF0000,mpb,5,600,neg5,-0.71565944,1730504,34595917
IF0000,mpb,5,600,pos5,-0.5724857,1729796,34595917
IF0000,mpb,5,600,pos1,-0.90940756,347242,34595917
IF0000,mpb,5,600,pos0.1,-1.0481694,34825,34595917
IF0000,mpb,20,1,neg0.1,-0.049158067,36820,36819832
IF0000,mpb,20,1,neg1,-0.059217297,368237,36819832
IF0000,mpb,20,1,neg5,-0.06653967,1840992,36819832
IF0000,mpb,20,1,pos5,0.06389729,1841776,36819832
IF0000,mpb,20,1,pos1,0.059895366,368334,36819832
IF0000,mpb,20,1,pos0.1,0.06717796,36835,36819832
IF0000,mpb,20,20,neg0.1,-0.06210048,36763,36762421
IF0000,mpb,20,20,neg1,-0.05959252,367672,36762421
IF0000,mpb,20,20,neg5,-0.11016489,1838122,36762421
IF0000,mpb,20,20,pos5,0.07625385,1839022,36762421
IF0000,mpb,20,20,pos1,0.07423882,367685,36762421
IF0000,mpb,20,20,pos0.1,0.015062943,36779,36762421
IF0000,mpb,20,60,neg0.1,-0.44683117,36638,36637275
IF0000,mpb,20,60,neg1,-0.18607701,366437,36637275
IF0000,mpb,20,60,neg5,-0.14618443,1831864,36637275
IF0000,mpb,20,60,pos5,-0.010635086,1831908,36637275
IF0000,mpb,20,60,pos1,-0.03440874,366404,36637275
IF0000,mpb,20,60,pos0.1,-0.120371126,36645,36637275
IF0000,mpb,20,120,neg0.1,-0.63057315,36447,36438005
IF0000,mpb,20,120,neg1,-0.3641488,364384,36438005
IF0000,mpb,20,120,neg5,-0.22725509,1821902,36438005
IF0000,mpb,20,120,pos5,-0.10171353,1823366,36438005
IF0000,mpb,20,120,pos1,-0.17197073,364658,36438005
IF0000,mpb,20,120,pos0.1,-0.27257136,36440,36438005
IF0000,mpb,20,240,neg0.1,-0.4102055,36010,36009629
IF0000,mpb,20,240,neg1,-0.52064914,360160,36009629
IF0000,mpb,20,240,neg5,-0.3153301,1800526,36009629
IF0000,mpb,20,240,pos5,-0.31376553,1801291,36009629
IF0000,mpb,20,240,pos1,-0.39195144,360500,36009629
IF0000,mpb,20,240,pos0.1,-0.4737821,36025,36009629
IF0000,mpb,20,600,neg0.1,-0.7962293,34556,34553113
IF0000,mpb,20,600,neg1,-0.8588646,345824,34553113
IF0000,mpb,20,600,neg5,-0.6455395,1727809,34553113
IF0000,mpb,20,600,pos5,-0.67612463,1727657,34553113
IF0000,mpb,20,600,pos1,-0.94069433,345532,34553113
IF0000,mpb,20,600,pos0.1,-0.6524872,34557,34553113
IF0000,mpb,60,1,neg0.1,-0.059700273,36700,36699592
IF0000,mpb,60,1,neg1,-0.03742416,367049,36699592
IF0000,mpb,60,1,neg5,-0.03524009,1834998,36699592
IF0000,mpb,60,1,pos5,0.032907717,1834980,36699592
IF0000,mpb,60,1,pos1,0.03474485,367004,36699592
IF0000,mpb,60,1,pos0.1,0.051226158,36700,36699592
IF0000,mpb,60,20,neg0.1,-0.36733246,36648,36642200
IF0000,mpb,60,20,neg1,-0.13987966,366465,36642200
IF0000,mpb,60,20,neg5,-0.09000291,1832113,36642200
IF0000,mpb,60,20,pos5,0.016012685,1832110,36642200
IF0000,mpb,60,20,pos1,0.029412808,366422,36642200
IF0000,mpb,60,20,pos0.1,0.09251426,36643,36642200
IF0000,mpb,60,60,neg0.1,-0.7599332,36519,36517255
IF0000,mpb,60,60,neg1,-0.26119423,365188,36517255
IF0000,mpb,60,60,neg5,-0.123319365,1825869,36517255
IF0000,mpb,60,60,pos5,-0.059615854,1825865,36517255
IF0000,mpb,60,60,pos1,-0.027458912,365182,36517255
IF0000,mpb,60,60,pos0.1,-0.07389507,36518,36517255
IF0000,mpb,60,120,neg0.1,-0.772089,36319,36318521
IF0000,mpb,60,120,neg1,-0.37507847,363188,36318521
IF0000,mpb,60,120,neg5,-0.15490863,1815935,36318521
IF0000,mpb,60,120,pos5,-0.093918145,1815927,36318521
IF0000,mpb,60,120,pos1,-0.13671294,363188,36318521
IF0000,mpb,60,120,pos0.1,-0.25342712,36328,36318521
IF0000,mpb,60,240,neg0.1,-1.5848657,35892,35891107
IF0000,mpb,60,240,neg1,-0.5840378,358916,35891107
IF0000,mpb,60,240,neg5,-0.17189409,1794669,35891107
IF0000,mpb,60,240,pos5,-0.28647196,1794556,35891107
IF0000,mpb,60,240,pos1,-0.17727187,358912,35891107
IF0000,mpb,60,240,pos0.1,-0.3502034,35892,35891107
IF0000,mpb,60,600,neg0.1,-3.8944657,34439,34437837
IF0000,mpb,60,600,neg1,-0.86421925,344386,34437837
IF0000,mpb,60,600,neg5,-0.4750022,1721892,34437837
IF0000,mpb,60,600,pos5,-0.6584863,1721931,34437837
IF0000,mpb,60,600,pos1,-0.70469743,344379,34437837
IF0000,mpb,60,600,pos0.1,-0.48415995,34438,34437837
IF0000,mpb,120,1,neg0.1,-0.051725082,36520,36519232
IF0000,mpb,120,1,neg1,-0.029220894,365201,36519232
IF0000,mpb,120,1,neg5,-0.024548143,1825963,36519232
IF0000,mpb,120,1,pos5,0.022491433,1825962,36519232
IF0000,mpb,120,1,pos1,0.02108474,365193,36519232
IF0000,mpb,120,1,pos0.1,0.02379518,36520,36519232
IF0000,mpb,120,20,neg0.1,-0.3304262,36462,36461891
IF0000,mpb,120,20,neg1,-0.06641819,364629,36461891
IF0000,mpb,120,20,neg5,-0.061474305,1823095,36461891
IF0000,mpb,120,20,pos5,0.0080953,1823095,36461891
IF0000,mpb,120,20,pos1,-0.027894871,364619,36461891
IF0000,mpb,120,20,pos0.1,-0.15905601,36462,36461891
IF0000,mpb,120,60,neg0.1,-0.5724861,36338,36337114
IF0000,mpb,120,60,neg1,-0.1679491,363372,36337114
IF0000,mpb,120,60,neg5,-0.07494843,1816856,36337114
IF0000,mpb,120,60,pos5,-0.044469457,1816865,36337114
IF0000,mpb,120,60,pos1,-0.11346637,363372,36337114
IF0000,mpb,120,60,pos0.1,-0.5870301,36338,36337114
IF0000,mpb,120,120,neg0.1,-1.0229115,36139,36138839
IF0000,mpb,120,120,neg1,-0.12864393,361389,36138839
IF0000,mpb,120,120,neg5,-0.067224346,1806942,36138839
IF0000,mpb,120,120,pos5,-0.12099254,1806942,36138839
IF0000,mpb,120,120,pos1,-0.20074905,361389,36138839
IF0000,mpb,120,120,pos0.1,-0.9719832,36139,36138839
IF0000,mpb,120,240,neg0.1,-2.9617786,35713,35712284
IF0000,mpb,120,240,neg1,-0.3578687,357124,35712284
IF0000,mpb,120,240,neg5,-0.095119886,1785615,35712284
IF0000,mpb,120,240,pos5,-0.32557186,1785615,35712284
IF0000,mpb,120,240,pos1,-0.2859477,357123,35712284
IF0000,mpb,120,240,pos0.1,-1.303811,35713,35712284
IF0000,mpb,120,600,neg0.1,-4.5020285,34264,34263625
IF0000,mpb,120,600,neg1,-0.6080006,342637,34263625
IF0000,mpb,120,600,neg5,-0.46429625,1713182,34263625
IF0000,mpb,120,600,pos5,-0.7100054,1713182,34263625
IF0000,mpb,120,600,pos1,-1.0947502,342638,34263625
IF0000,mpb,120,600,pos0.1,-1.4631684,34264,34263625
IH0000,voi,1,1,neg0.1,-0.63564765,32695,32069158
IH0000,voi,1,1,neg1,-0.5112838,375759,32069158
IH0000,voi,1,1,neg5,-0.3437148,1892441,32069158
IH0000,voi,1,1,pos5,0.35493815,1863002,32069158
IH0000,voi,1,1,pos1,0.53429085,364383,32069158
IH0000,voi,1,1,pos0.1,0.65406835,37558,32069158
IH0000,voi,1,20,neg0.1,-1.0882993,32622,32011901
IH0000,voi,1,20,neg1,-0.7724939,375280,32011901
IH0000,voi,1,20,neg5,-0.5819785,1890069,32011901
IH0000,voi,1,20,pos5,0.6111896,1860961,32011901
IH0000,voi,1,20,pos1,0.8491879,363996,32011901
IH0000,voi,1,20,pos0.1,1.15968,37500,32011901
IH0000,voi,1,60,neg0.1,-1.0294073,32458,31889742
IH0000,voi,1,60,neg1,-0.733396,374081,31889742
IH0000,voi,1,60,neg5,-0.5826973,1884325,31889742
IH0000,voi,1,60,pos5,0.60988164,1854768,31889742
IH0000,voi,1,60,pos1,0.8155909,362737,31889742
IH0000,voi,1,60,pos0.1,1.0923252,37330,31889742
IH0000,voi,1,120,neg0.1,-0.8734232,32186,31703324
IH0000,voi,1,120,neg1,-0.6887122,371897,31703324
IH0000,voi,1,120,neg5,-0.5652118,1874386,31703324
IH0000,voi,1,120,pos5,0.5730641,1843949,31703324
IH0000,voi,1,120,pos1,0.73319435,360414,31703324
IH0000,voi,1,120,pos0.1,0.96913964,36892,31703324
IH0000,voi,1,240,neg0.1,-0.8889238,31780,31325096
IH0000,voi,1,240,neg1,-0.64645106,367925,31325096
IH0000,voi,1,240,neg5,-0.5498935,1854410,31325096
IH0000,voi,1,240,pos5,0.5374354,1824234,31325096
IH0000,voi,1,240,pos1,0.66571414,356590,31325096
IH0000,voi,1,240,pos0.1,0.82329786,36454,31325096
IH0000,voi,1,600,neg0.1,-0.6160174,30392,30128173
IH0000,voi,1,600,neg1,-0.63981897,354698,30128173
IH0000,voi,1,600,neg5,-0.62662303,1790302,30128173
IH0000,voi,1,600,pos5,0.43702295,1759633,30128173
IH0000,voi,1,600,pos1,0.5412092,342957,30128173
IH0000,voi,1,600,pos0.1,0.5455967,34531,30128173
IH0000,voi,5,1,neg0.1,-0.37506914,32546,32057134
IH0000,voi,5,1,neg1,-0.2759617,354060,32057134
IH0000,voi,5,1,neg5,-0.19425482,1604910,32057134
IH0000,voi,5,1,pos5,0.19106561,1943165,32057134
IH0000,voi,5,1,pos1,0.2889647,346923,32057134
IH0000,voi,5,1,pos0.1,0.41200176,33870,32057134
IH0000,voi,5,20,neg0.1,-0.76410973,32513,31999882
IH0000,voi,5,20,neg1,-0.59139043,353746,31999882
IH0000,voi,5,20,neg5,-0.42772794,1603351,31999882
IH0000,voi,5,20,pos5,0.4405913,1941500,31999882
IH0000,voi,5,20,pos1,0.63694525,346697,31999882
IH0000,voi,5,20,pos0.1,0.9513751,33851,31999882
IH0000,voi,5,60,neg0.1,-0.7579118,32420,31877765
IH0000,voi,5,60,neg1,-0.54798555,352825,31877765
IH0000,voi,5,60,neg5,-0.40480414,1599408,31877765
IH0000,voi,5,60,pos5,0.41970664,1935789,31877765
IH0000,voi,5,60,pos1,0.60318244,345742,31877765
IH0000,voi,5,60,pos0.1,0.8692415,33776,31877765
IH0000,voi,5,120,neg0.1,-0.5462776,32143,31691357
IH0000,voi,5,120,neg1,-0.4332297,350942,31691357
IH0000,voi,5,120,neg5,-0.34871554,1591740,31691357
IH0000,voi,5,120,pos5,0.3539166,1924681,31691357
IH0000,voi,5,120,pos1,0.49101502,343351,31691357
IH0000,voi,5,120,pos0.1,0.92692125,33286,31691357
IH0000,voi,5,240,neg0.1,-0.4325367,31758,31313181
IH0000,voi,5,240,neg1,-0.36712632,347375,31313181
IH0000,voi,5,240,neg5,-0.29165712,1575739,31313181
IH0000,voi,5,240,pos5,0.2800682,1905295,31313181
IH0000,voi,5,240,pos1,0.34489596,340162,31313181
IH0000,voi,5,240,pos0.1,0.64554334,32973,31313181
IH0000,voi,5,600,neg0.1,-0.18245362,30616,30116399
IH0000,voi,5,600,neg1,-0.3379898,335769,30116399
IH0000,voi,5,600,neg5,-0.31900838,1523344,30116399
IH0000,voi,5,600,pos5,0.16610055,1838534,30116399
IH0000,voi,5,600,pos1,0.2873258,326758,30116399
IH0000,voi,5,600,pos0.1,0.36450565,31112,30116399
IH0000,voi,20,1,neg0.1,-0.16110384,33646,32012044
IH0000,voi,20,1,neg1,-0.136385,346926,32012044
IH0000,voi,20,1,neg5,-0.09756517,1613127,32012044
IH0000,voi,20,1,pos5,0.1007221,1721102,32012044
IH0000,voi,20,1,pos1,0.14383712,341845,32012044
IH0000,voi,20,1,pos0.1,0.17803317,32977,32012044
IH0000,voi,20,20,neg0.1,-0.39535502,31970,31954793
IH0000,voi,20,20,neg1,-0.35936594,346687,31954793
IH0000,voi,20,20,neg5,-0.2707425,1611714,31954793
IH0000,voi,20,20,pos5,0.31445006,1719556,31954793
IH0000,voi,20,20,pos1,0.45868856,341685,31954793
IH0000,voi,20,20,pos0.1,0.49834648,32960,31954793
IH0000,voi,20,60,neg0.1,-0.316323,31863,31832743
IH0000,voi,20,60,neg1,-0.27490848,345826,31832743
IH0000,voi,20,60,neg5,-0.21899846,1608178,31832743
IH0000,voi,20,60,pos5,0.26219603,1713876,31832743
IH0000,voi,20,60,pos1,0.3641602,340839,31832743
IH0000,voi,20,60,pos0.1,0.5251779,32886,31832743
IH0000,voi,20,120,neg0.1,-0.103621155,33111,31646451
IH0000,voi,20,120,neg1,-0.07889762,343800,31646451
IH0000,voi,20,120,neg5,-0.11614284,1600357,31646451
IH0000,voi,20,120,pos5,0.18287668,1702240,31646451
IH0000,voi,20,120,pos1,0.24148668,337706,31646451
IH0000,voi,20,120,pos0.1,0.66357815,32162,31646451
IH0000,voi,20,240,neg0.1,-0.12083881,32713,31268455
IH0000,voi,20,240,neg1,0.036812495,340034,31268455
IH0000,voi,20,240,neg5,-0.044785492,1583102,31268455
IH0000,voi,20,240,pos5,0.059022736,1684317,31268455
IH0000,voi,20,240,pos1,0.031525154,334130,31268455
IH0000,voi,20,240,pos0.1,0.19959158,31830,31268455
IH0000,voi,20,600,neg0.1,-0.28299052,31600,30072169
IH0000,voi,20,600,neg1,0.13430543,301477,30072169
IH0000,voi,20,600,neg5,-0.049165405,1529368,30072169
IH0000,voi,20,600,pos5,0.028773474,1620364,30072169
IH0000,voi,20,600,pos1,-0.03636075,318324,30072169
IH0000,voi,20,600,pos0.1,-0.5368149,31183,30072169
IH0000,voi,60,1,neg0.1,-0.096179955,32408,31891804
IH0000,voi,60,1,neg1,-0.064545035,324169,31891804
IH0000,voi,60,1,neg5,-0.04884084,1612544,31891804
IH0000,voi,60,1,pos5,0.05210069,1599096,31891804
IH0000,voi,60,1,pos1,0.06915895,320884,31891804
IH0000,voi,60,1,pos0.1,0.090508066,32417,31891804
IH0000,voi,60,20,neg0.1,-0.22010256,32369,31834555
IH0000,voi,60,20,neg1,-0.14184213,323920,31834555
IH0000,voi,60,20,neg5,-0.13301013,1611208,31834555
IH0000,voi,60,20,pos5,0.15282507,1596757,31834555
IH0000,voi,60,20,pos1,0.1744824,320571,31834555
IH0000,voi,60,20,pos0.1,0.18653977,32414,31834555
IH0000,voi,60,60,neg0.1,-0.11422615,32138,31712549
IH0000,voi,60,60,neg1,-0.024474917,322759,31712549
IH0000,voi,60,60,neg5,-0.004892307,1606604,31712549
IH0000,voi,60,60,pos5,0.083861336,1589642,31712549
IH0000,voi,60,60,pos1,0.14291807,318882,31712549
IH0000,voi,60,60,pos0.1,0.1885547,32118,31712549
IH0000,voi,60,120,neg0.1,-0.19413729,31743,31526494
IH0000,voi,60,120,neg1,0.19540735,320817,31526494
IH0000,voi,60,120,neg5,0.13355778,1598705,31526494
IH0000,voi,60,120,pos5,-0.0014108968,1577720,31526494
IH0000,voi,60,120,pos1,-0.047439266,315593,31526494
IH0000,voi,60,120,pos0.1,-0.23633909,32593,31526494
IH0000,voi,60,240,neg0.1,0.056491874,31447,31148822
IH0000,voi,60,240,neg1,0.32108325,316256,31148822
IH0000,voi,60,240,neg5,0.20339456,1578555,31148822
IH0000,voi,60,240,pos5,-0.1384499,1558701,31148822
IH0000,voi,60,240,pos1,-0.14306073,311560,31148822
IH0000,voi,60,240,pos0.1,-0.7189315,32195,31148822
IH0000,voi,60,600,neg0.1,-0.36560872,30121,29953876
IH0000,voi,60,600,neg1,0.34878543,305374,29953876
IH0000,voi,60,600,neg5,0.11231568,1522766,29953876
IH0000,voi,60,600,pos5,-0.13060783,1580759,29953876
IH0000,voi,60,600,pos1,-0.021601083,308966,29953876
IH0000,voi,60,600,pos0.1,-1.8124752,30284,29953876
IH0000,voi,120,1,neg0.1,-0.056728024,31889,31711444
IH0000,voi,120,1,neg1,-0.042145118,317605,31711444
IH0000,voi,120,1,neg5,-0.030478586,1592528,31711444
IH0000,voi,120,1,pos5,0.03403187,1588746,31711444
IH0000,voi,120,1,pos1,0.045317277,319547,31711444
IH0000,voi,120,1,pos0.1,0.067641854,32199,31711444
IH0000,voi,120,20,neg0.1,0.062574625,31826,31654212
IH0000,voi,120,20,neg1,-0.049257208,317182,31654212
IH0000,voi,120,20,neg5,-0.046662502,1590742,31654212
IH0000,voi,120,20,pos5,0.09156232,1585330,31654212
IH0000,voi,120,20,pos1,0.08472728,318640,31654212
IH0000,voi,120,20,pos0.1,0.16089286,32099,31654212
IH0000,voi,120,60,neg0.1,0.52304894,31585,31532279
IH0000,voi,120,60,neg1,0.25807437,315783,31532279
IH0000,voi,120,60,neg5,0.102579735,1586054,31532279
IH0000,voi,120,60,pos5,-0.0149009125,1577286,31532279
IH0000,voi,120,60,pos1,-0.11873446,316513,31532279
IH0000,voi,120,60,pos0.1,-0.08502717,31831,31532279
IH0000,voi,120,120,neg0.1,0.13484375,32000,31346337
IH0000,voi,120,120,neg1,0.40008444,313865,31346337
IH0000,voi,120,120,neg5,0.26324052,1577204,31346337
IH0000,voi,120,120,pos5,-0.105856076,1624621,31346337
IH0000,voi,120,120,pos1,-0.25377047,313886,31346337
IH0000,voi,120,120,pos0.1,0.005423718,31436,31346337
IH0000,voi,120,240,neg0.1,-0.44471815,31665,30968905
IH0000,voi,120,240,neg1,0.21322782,319977,30968905
IH0000,voi,120,240,neg5,0.27429217,1554884,30968905
IH0000,voi,120,240,pos5,-0.11873747,1602346,30968905
IH0000,voi,120,240,pos1,-0.116596416,319105,30968905
IH0000,voi,120,240,pos0.1,0.1760324,31480,30968905
IH0000,voi,120,600,neg0.1,-0.830461,30347,29776031
IH0000,voi,120,600,neg1,0.19851786,298351,29776031
IH0000,voi,120,600,neg5,0.036140885,1501236,29776031
IH0000,voi,120,600,pos5,-0.012054091,1532882,29776031
IH0000,voi,120,600,pos1,-0.12612043,302005,29776031
IH0000,voi,120,600,pos0.1,-0.5480884,30184,29776031
IH0000,oir,1,1,neg0.1,-0.45018056,33782,32072163
IH0000,oir,1,1,neg1,-0.45106637,329385,32072163
IH0000,oir,1,1,neg5,-0.41451174,2178100,32072163
IH0000,oir,1,1,pos5,0.4111964,2215378,32072163
IH0000,oir,1,1,pos1,0.4482692,333051,32072163
IH0000,oir,1,1,pos0.1,0.45937112,35332,32072163
IH0000,oir,1,20,neg0.1,-0.2672798,33652,32014902
IH0000,oir,1,20,neg1,-0.24384649,328268,32014902
IH0000,oir,1,20,neg5,-0.29066592,2173127,32014902
IH0000,oir,1,20,pos5,0.29075366,2210961,32014902
IH0000,oir,1,20,pos1,0.25658435,332152,32014902
IH0000,oir,1,20,pos0.1,0.36315775,35234,32014902
IH0000,oir,1,60,neg0.1,-0.029010903,33384,31892733
IH0000,oir,1,60,neg1,-0.15156557,326047,31892733
IH0000,oir,1,60,neg5,-0.25009295,2162454,31892733
IH0000,oir,1,60,pos5,0.25526312,2200690,31892733
IH0000,oir,1,60,pos1,0.16290252,330176,31892733
IH0000,oir,1,60,pos0.1,0.25228062,35078,31892733
IH0000,oir,1,120,neg0.1,0.19800794,32981,31706310
IH0000,oir,1,120,neg1,-0.09281276,322391,31706310
IH0000,oir,1,120,neg5,-0.23496114,2145608,31706310
IH0000,oir,1,120,pos5,0.2390466,2184438,31706310
IH0000,oir,1,120,pos1,0.15611848,326707,31706310
IH0000,oir,1,120,pos0.1,0.37615472,34640,31706310
IH0000,oir,1,240,neg0.1,0.2777021,32299,31328071
IH0000,oir,1,240,neg1,-0.009845012,315896,31328071
IH0000,oir,1,240,neg5,-0.22399469,2113606,31328071
IH0000,oir,1,240,pos5,0.22270498,2151510,31328071
IH0000,oir,1,240,pos1,0.1348998,320171,31328071
IH0000,oir,1,240,pos0.1,0.43802738,33894,31328071
IH0000,oir,1,600,neg0.1,0.6882794,30152,30131114
IH0000,oir,1,600,neg1,0.25008273,302150,30131114
IH0000,oir,1,600,neg5,-0.22379854,2018485,30131114
IH0000,oir,1,600,pos5,0.06579707,2053245,30131114
IH0000,oir,1,600,pos1,-0.14248243,304992,30131114
IH0000,oir,1,600,pos0.1,0.21747595,31077,30131114
IH0000,oir,5,1,neg0.1,-0.12804917,32058,32057134
IH0000,oir,5,1,neg1,-0.11930195,320724,32057134
IH0000,oir,5,1,neg5,-0.112604365,1602873,32057134
IH0000,oir,5,1,pos5,0.10968256,1604886,32057134
IH0000,oir,5,1,pos1,0.112547085,320688,32057134
IH0000,oir,5,1,pos0.1,0.1266492,32061,32057134
IH0000,oir,5,20,neg0.1,0.21564277,32002,31999882
IH0000,oir,5,20,neg1,0.13869514,320004,31999882
IH0000,oir,5,20,neg5,0.041006926,1599998,31999882
IH0000,oir,5,20,pos5,-0.07095687,1601501,31999882
IH0000,oir,5,20,pos1,-0.19285944,320101,31999882
IH0000,oir,5,20,pos0.1,-0.27947563,32001,31999882
IH0000,oir,5,60,neg0.1,0.48724827,31878,31877765
IH0000,oir,5,60,neg1,0.2524552,318813,31877765
IH0000,oir,5,60,neg5,0.09955715,1593984,31877765
IH0000,oir,5,60,pos5,-0.12324433,1594122,31877765
IH0000,oir,5,60,pos1,-0.29139453,318786,31877765
IH0000,oir,5,60,pos0.1,-0.45693225,31880,31877765
IH0000,oir,5,120,neg0.1,0.6696062,31694,31691357
IH0000,oir,5,120,neg1,0.35224745,316915,31691357
IH0000,oir,5,120,neg5,0.12853658,1584584,31691357
IH0000,oir,5,120,pos5,-0.14763929,1584568,31691357
IH0000,oir,5,120,pos1,-0.29924965,316916,31691357
IH0000,oir,5,120,pos0.1,-0.5145616,31693,31691357
IH0000,oir,5,240,neg0.1,0.72210515,31314,31313181
IH0000,oir,5,240,neg1,0.4383355,313138,31313181
IH0000,oir,5,240,neg5,0.14634496,1572743,31313181
IH0000,oir,5,240,pos5,-0.16237904,1565747,31313181
IH0000,oir,5,240,pos1,-0.37853366,313132,31313181
IH0000,oir,5,240,pos0.1,-0.5826148,31314,31313181
IH0000,oir,5,600,neg0.1,1.2415413,30117,30116399
IH0000,oir,5,600,neg1,0.59346884,301218,30116399
IH0000,oir,5,600,neg5,0.14169644,1505973,30116399
IH0000,oir,5,600,pos5,-0.36188623,1507471,30116399
IH0000,oir,5,600,pos1,-0.6366941,301264,30116399
IH0000,oir,5,600,pos0.1,-0.8105389,30117,30116399
IH0000,oir,20,1,neg0.1,-0.03214319,32013,32012044
IH0000,oir,20,1,neg1,-0.030229194,320121,32012044
IH0000,oir,20,1,neg5,-0.03548627,1600605,32012044
IH0000,oir,20,1,pos5,0.03287605,1600603,32012044
IH0000,oir,20,1,pos1,0.027359966,320121,32012044
IH0000,oir,20,1,pos0.1,0.021397557,32013,32012044
IH0000,oir,20,20,neg0.1,0.24665937,31955,31954793
IH0000,oir,20,20,neg1,0.18988384,319548,31954793
IH0000,oir,20,20,neg5,0.09366404,1597753,31954793
IH0000,oir,20,20,pos5,-0.11219973,1597740,31954793
IH0000,oir,20,20,pos1,-0.21124838,319548,31954793
IH0000,oir,20,20,pos0.1,-0.3483336,31955,31954793
IH0000,oir,20,60,neg0.1,0.4981937,31833,31832743
IH0000,oir,20,60,neg1,0.3217353,318330,31832743
IH0000,oir,20,60,neg5,0.15939765,1591639,31832743
IH0000,oir,20,60,pos5,-0.17418031,1591638,31832743
IH0000,oir,20,60,pos1,-0.3385098,318332,31832743
IH0000,oir,20,60,pos0.1,-0.51413625,31833,31832743
IH0000,oir,20,120,neg0.1,0.63418335,31647,31646451
IH0000,oir,20,120,neg1,0.44423395,316465,31646451
IH0000,oir,20,120,neg5,0.20676105,1582329,31646451
IH0000,oir,20,120,pos5,-0.20304476,1582326,31646451
IH0000,oir,20,120,pos1,-0.38529062,316465,31646451
IH0000,oir,20,120,pos0.1,-0.507947,31647,31646451
IH0000,oir,20,240,neg0.1,0.7939173,31269,31268455
IH0000,oir,20,240,neg1,0.5214545,312685,31268455
IH0000,oir,20,240,neg5,0.22779062,1563563,31268455
IH0000,oir,20,240,pos5,-0.23905464,1563425,31268455
IH0000,oir,20,240,pos1,-0.4167053,312685,31268455
IH0000,oir,20,240,pos0.1,-0.76654196,31269,31268455
