code,tod,avg_ticks,ndays
IC0000,833,94.5775116433799,1503
IC0000,834,95.08117099135063,1503
IC0000,835,96.46906187624751,1503
IC0000,836,94.63140385894877,1503
IC0000,837,94.19693945442448,1503
IC0000,838,93.02794411177645,1503
IC0000,839,95.09248170326015,1503
IC0000,840,102.99800399201597,1503
IC0000,841,100.30006653359946,1503
IC0000,842,99.35595475715236,1503
IC0000,843,98.66067864271457,1503
IC0000,844,97.69527611443779,1503
IC0000,845,99.32069194943446,1503
IC0000,846,97.95808383233533,1503
IC0000,847,96.98735861610113,1503
IC0000,848,96.67398536260812,1503
IC0000,849,96.95941450432468,1503
IC0000,850,99.45708582834331,1503
IC0000,851,97.68995342648037,1503
IC0000,852,96.93679308050565,1503
IC0000,853,96.27079174983366,1503
IC0000,854,95.83499667332002,1503
IC0000,855,98.48170326014638,1503
IC0000,856,96.80239520958084,1503
IC0000,857,96.18363273453093,1503
IC0000,858,95.50765136393879,1503
IC0000,859,95.41383898868929,1503
IC0000,860,98.54690618762476,1503
IC0000,861,97.24151696606786,1503
IC0000,862,95.63739188290087,1503
IC0000,863,94.66733200266134,1503
IC0000,864,94.72521623419827,1503
IC0000,865,96.02528276779773,1503
IC0000,866,94.77644710578842,1503
IC0000,867,94.64337990685296,1503
IC0000,868,93.87425149700599,1503
IC0000,869,94.99334664005323,1503
IC0000,870,103.33532934131736,1503
IC0000,871,100.80239520958084,1503
IC0000,872,98.7797737857618,1503
IC0000,873,98.18363273453093,1503
IC0000,874,97.42115768463074,1503
IC0000,875,98.88489687292082,1503
IC0000,876,97.55888223552894,1503
IC0000,877,96.61343978709249,1503
IC0000,878,95.9121756487026,1503
IC0000,879,96.90419161676647,1503
IC0000,880,99.6833000665336,1503
IC0000,881,98.58815701929474,1503
IC0000,882,98.26879574184963,1503
IC0000,883,97.85096473719229,1503
IC0000,884,98.04191616766467,1503
IC0000,885,102.45176314038589,1503
IC0000,886,100.22621423819028,1503
IC0000,887,99.08316699933467,1503
IC0000,888,98.94477711244178,1503
IC0000,889,100.21556886227545,1503
IC0000,890,105.09647371922821,1503
IC0000,891,102.23819028609448,1503
IC0000,892,102.7771124417831,1503
IC0000,893,103.65335994677312,1503
IC0000,894,104.43579507651364,1503
IC0000,895,107.77844311377245,1503
IC0000,896,106.04723885562208,1503
IC0000,897,106.67265469061876,1503
IC0000,898,107.91084497671324,1503
IC0000,899,109.09314703925483,1503
IC0000,900,1.0,945
IF0000,570,119.37791084497671,1503
IF0000,571,118.73985362608117,1503
IF0000,572,118.34198270126414,1503
IF0000,573,117.9560878243513,1503
IF0000,574,117.3140385894877,1503
IF0000,575,117.7478376580173,1503
IF0000,576,117.03459747172322,1503
IF0000,577,116.28409846972721,1503
IF0000,578,115.94211576846307,1503
IF0000,579,115.86027944111777,1503
IF0000,580,116.3140385894877,1503
IF0000,581,115.54690618762476,1503
IF0000,582,114.93013972055888,1503
IF0000,583,114.00998003992017,1503
IF0000,584,113.85096473719229,1503
IF0000,585,114.87824351297405,1503
IF0000,586,113.68529607451764,1503
IF0000,587,113.03592814371258,1503
IF0000,588,112.26347305389221,1503
IF0000,589,111.86094477711244,1503
IF0000,590,113.67465069860279,1503
IF0000,591,112.43180306054558,1503
IF0000,592,111.29474384564205,1503
IF0000,593,110.28343313373253,1503
IF0000,594,110.2814371257485,1503
IF0000,595,111.34530938123753,1503
IF0000,596,110.19560878243513,1503
IF0000,597,109.60146373918829,1503
IF0000,598,109.26879574184963,1503
IF0000,599,109.95808383233533,1503
IF0000,600,113.3994673768309,1502
IF0000,601,111.25166444740346,1502
IF0000,602,110.416500332668,1503
IF0000,603,109.79374584165004,1503
IF0000,604,109.11643379906853,1503
IF0000,605,110.21290751829675,1503
IF0000,606,109.0911510312708,1503
IF0000,607,108.41982701264138,1503
IF0000,608,107.45508982035928,1503
IF0000,609,107.61543579507651,1503
IF0000,610,109.44976713240186,1503
IF0000,611,107.66999334664006,1503
IF0000,612,107.06586826347305,1503
IF0000,613,105.93147039254823,1503
IF0000,614,106.21157684630738,1503
IF0000,615,108.56753160345974,1503
IF0000,616,106.84630738522954,1503
IF0000,617,105.50033266799734,1503
IF0000,618,104.95874916833,1503
IF0000,619,104.93080505655357,1503
IF0000,620,107.02262142381903,1503
IF0000,621,105.35528942115768,1503
IF0000,622,104.44111776447106,1503
IF0000,623,103.67398536260812,1503
IF0000,624,103.1350632069195,1503
IF0000,625,104.37924151696606,1503
IF0000,626,103.25948103792415,1503
IF0000,627,102.67531603459747,1503
IF0000,628,101.93745841650033,1503
IF0000,629,103.6274118429807,1503
IF0000,630,109.06187624750498,1503
IF0000,631,106.30073186959414,1503
IF0000,632,104.52761144377911,1503
IF0000,633,103.72455089820359,1503
IF0000,634,103.35528942115768,1503
IF0000,635,104.93147039254823,1503
IF0000,636,103.75914836992682,1503
IF0000,637,102.40984697272123,1503
